,Accession,Segment,Nuc_Completeness,Species
2839,JQ319259.1,L,partial,Orthohantavirus puumalaense
2840,JQ319260.1,L,partial,Orthohantavirus puumalaense
2841,JQ319261.1,L,partial,Orthohantavirus puumalaense
2842,JQ319262.1,L,partial,Orthohantavirus puumalaense
2843,JQ319263.1,L,partial,Orthohantavirus puumalaense
2844,JQ319264.1,L,partial,Orthohantavirus puumalaense
2845,JQ319265.1,L,partial,Orthohantavirus puumalaense
2846,JQ319266.1,L,partial,Orthohantavirus puumalaense
2847,JQ319267.1,L,partial,Orthohantavirus puumalaense
2848,JQ319268.1,L,partial,Orthohantavirus puumalaense
2849,JQ319269.1,L,partial,Orthohantavirus puumalaense
2850,JQ319270.1,L,partial,Orthohantavirus puumalaense
2851,JQ319271.1,L,partial,Orthohantavirus puumalaense
2852,JQ319272.1,L,partial,Orthohantavirus puumalaense
2853,JQ319273.1,L,partial,Orthohantavirus puumalaense
2854,JQ319274.1,L,partial,Orthohantavirus puumalaense
2855,JQ319275.1,L,partial,Orthohantavirus puumalaense
2856,JQ319276.1,L,partial,Orthohantavirus puumalaense
2857,JQ319277.1,L,partial,Orthohantavirus puumalaense
2858,JQ319278.1,L,partial,Orthohantavirus puumalaense
2859,JQ319279.1,L,partial,Orthohantavirus puumalaense
2860,JQ319280.1,L,partial,Orthohantavirus puumalaense
2861,JQ319281.1,L,partial,Orthohantavirus puumalaense
2862,JQ319282.1,L,partial,Orthohantavirus puumalaense
2863,JQ319283.1,L,partial,Orthohantavirus puumalaense
2864,JQ319284.1,L,partial,Orthohantavirus puumalaense
2865,JQ319285.1,L,partial,Orthohantavirus puumalaense
2866,JQ319286.1,L,partial,Orthohantavirus puumalaense
2867,JQ319287.1,L,partial,Orthohantavirus puumalaense
2868,JQ319288.1,L,partial,Orthohantavirus puumalaense
2869,JQ319289.1,L,partial,Orthohantavirus puumalaense
2870,JQ319290.1,L,partial,Orthohantavirus puumalaense
2871,JQ319291.1,L,partial,Orthohantavirus puumalaense
2872,JQ319292.1,L,partial,Orthohantavirus puumalaense
2873,JQ319293.1,L,partial,Orthohantavirus puumalaense
2874,JQ319294.1,L,partial,Orthohantavirus puumalaense
2875,JQ319295.1,L,partial,Orthohantavirus puumalaense
2876,JQ319296.1,L,partial,Orthohantavirus puumalaense
2877,JQ319297.1,L,partial,Orthohantavirus puumalaense
2878,JQ319298.1,L,partial,Orthohantavirus puumalaense
2879,JQ319299.1,L,partial,Orthohantavirus puumalaense
2880,JQ319300.1,L,partial,Orthohantavirus puumalaense
2881,JQ319301.1,L,partial,Orthohantavirus puumalaense
2882,JQ319302.1,L,partial,Orthohantavirus puumalaense
2883,JQ319303.1,L,partial,Orthohantavirus puumalaense
2884,JQ319304.1,L,partial,Orthohantavirus puumalaense
2885,JQ319305.1,L,partial,Orthohantavirus puumalaense
2886,JQ319306.1,L,partial,Orthohantavirus puumalaense
2887,JQ319307.1,L,partial,Orthohantavirus puumalaense
2888,JQ319308.1,L,partial,Orthohantavirus puumalaense
2889,JQ319309.1,L,partial,Orthohantavirus puumalaense
2890,JQ319310.1,L,partial,Orthohantavirus puumalaense
2891,JQ319311.1,L,partial,Orthohantavirus puumalaense
2892,JQ319312.1,L,partial,Orthohantavirus puumalaense
2893,JQ319313.1,L,partial,Orthohantavirus puumalaense
2894,JQ319314.1,L,partial,Orthohantavirus puumalaense
2895,JQ319315.1,L,partial,Orthohantavirus puumalaense
2896,JQ319316.1,L,partial,Orthohantavirus puumalaense
2897,JQ319317.1,L,partial,Orthohantavirus puumalaense
2898,JQ319318.1,L,partial,Orthohantavirus puumalaense
2899,JQ319319.1,L,partial,Orthohantavirus puumalaense
2900,JN831943.1,S,complete,Orthohantavirus puumalaense
2901,JN831944.1,M,complete,Orthohantavirus puumalaense
2902,JN831945.1,L,complete,Orthohantavirus puumalaense
2903,JN831946.1,L,complete,Orthohantavirus puumalaense
2904,JN831947.1,S,complete,Orthohantavirus puumalaense
2905,JN831948.1,M,complete,Orthohantavirus puumalaense
2906,JN831949.1,L,complete,Orthohantavirus puumalaense
2907,JN831950.1,S,complete,Orthohantavirus puumalaense
2908,JN831951.1,M,complete,Orthohantavirus puumalaense
2909,JN831952.1,L,complete,Orthohantavirus puumalaense
2910,JN696317.1,S,partial,Orthohantavirus puumalaense
2911,JN696318.1,S,partial,Orthohantavirus puumalaense
2912,JN696319.1,S,partial,Orthohantavirus puumalaense
2913,JN696320.1,S,partial,Orthohantavirus puumalaense
2914,JN696321.1,S,partial,Orthohantavirus puumalaense
2915,JN696322.1,S,partial,Orthohantavirus puumalaense
2916,JN696323.1,S,partial,Orthohantavirus puumalaense
2917,JN696324.1,S,partial,Orthohantavirus puumalaense
2918,JN696325.1,S,partial,Orthohantavirus puumalaense
2919,JN696326.1,S,partial,Orthohantavirus puumalaense
2920,JN696327.1,S,partial,Orthohantavirus puumalaense
2921,JN696328.1,S,partial,Orthohantavirus puumalaense
2922,JN696329.1,S,partial,Orthohantavirus puumalaense
2923,JN696330.1,S,partial,Orthohantavirus puumalaense
2924,JN696331.1,S,partial,Orthohantavirus puumalaense
2925,JN696332.1,S,partial,Orthohantavirus puumalaense
2926,JN696333.1,S,partial,Orthohantavirus puumalaense
2927,JN696334.1,S,partial,Orthohantavirus puumalaense
2928,JN696335.1,S,partial,Orthohantavirus puumalaense
2929,JN696336.1,S,partial,Orthohantavirus puumalaense
2930,JN696337.1,S,partial,Orthohantavirus puumalaense
2931,JN696338.1,S,partial,Orthohantavirus puumalaense
2932,JN696339.1,S,partial,Orthohantavirus puumalaense
2933,JN696340.1,S,partial,Orthohantavirus puumalaense
2934,JN696341.1,S,partial,Orthohantavirus puumalaense
2935,JN696342.1,S,partial,Orthohantavirus puumalaense
2936,JN696343.1,S,partial,Orthohantavirus puumalaense
2937,JN696344.1,S,partial,Orthohantavirus puumalaense
2938,JN696345.1,S,partial,Orthohantavirus puumalaense
2939,JN696346.1,S,partial,Orthohantavirus puumalaense
2940,JN696347.1,S,partial,Orthohantavirus puumalaense
2941,JN696348.1,S,partial,Orthohantavirus puumalaense
2942,JN696349.1,S,partial,Orthohantavirus puumalaense
2943,JN696350.1,S,partial,Orthohantavirus puumalaense
2944,JN696351.1,S,partial,Orthohantavirus puumalaense
2945,JN696352.1,S,partial,Orthohantavirus puumalaense
2946,JN696353.1,S,partial,Orthohantavirus puumalaense
2947,JN696354.1,S,partial,Orthohantavirus puumalaense
2948,JN696355.1,S,partial,Orthohantavirus puumalaense
2949,JN696356.1,S,partial,Orthohantavirus puumalaense
2950,JN696357.1,S,partial,Orthohantavirus puumalaense
2951,JN696358.1,S,partial,Orthohantavirus puumalaense
2952,JN696359.1,S,partial,Orthohantavirus puumalaense
2953,JN696360.1,S,partial,Orthohantavirus puumalaense
2954,JN696361.1,S,partial,Orthohantavirus puumalaense
2955,JN696362.1,S,partial,Orthohantavirus puumalaense
2956,JN696363.1,S,partial,Orthohantavirus puumalaense
2957,JN696364.1,S,partial,Orthohantavirus puumalaense
2958,JN696365.1,S,partial,Orthohantavirus puumalaense
2959,JN696366.1,S,partial,Orthohantavirus puumalaense
2960,JN696367.1,S,partial,Orthohantavirus puumalaense
2961,JN696368.1,S,partial,Orthohantavirus puumalaense
2962,JN696369.1,S,partial,Orthohantavirus puumalaense
2963,JN696370.1,S,partial,Orthohantavirus puumalaense
2964,JN696371.1,S,partial,Orthohantavirus puumalaense
2965,JN696372.1,S,partial,Orthohantavirus puumalaense
2966,JN696373.1,S,partial,Orthohantavirus puumalaense
2967,JN696374.1,S,partial,Orthohantavirus puumalaense
2968,JN696375.1,S,partial,Orthohantavirus puumalaense
2969,JN696376.1,S,partial,Orthohantavirus puumalaense
2970,AB712372.1,L,partial,Orthohantavirus puumalaense
2971,HE801633.1,S,partial,Orthohantavirus puumalaense
2972,HE801634.1,M,partial,Orthohantavirus puumalaense
2973,HE801635.1,L,partial,Orthohantavirus puumalaense
2974,AB676837.1,M,partial,Orthohantavirus puumalaense
2975,AB676838.1,M,partial,Orthohantavirus puumalaense
2976,AB676839.1,M,partial,Orthohantavirus puumalaense
2977,AB676840.1,M,partial,Orthohantavirus puumalaense
2978,AB676841.1,M,partial,Orthohantavirus puumalaense
2979,AB676842.1,M,partial,Orthohantavirus puumalaense
2980,AB676843.1,M,partial,Orthohantavirus puumalaense
2981,AB676844.1,M,partial,Orthohantavirus puumalaense
2982,AB676845.1,M,partial,Orthohantavirus puumalaense
2983,AB676846.1,M,partial,Orthohantavirus puumalaense
2984,AB676847.1,M,partial,Orthohantavirus puumalaense
2985,AB676848.1,M,partial,Orthohantavirus puumalaense
2986,AB676849.1,M,partial,Orthohantavirus puumalaense
2987,AB676850.1,M,partial,Orthohantavirus puumalaense
2988,AB676851.1,M,partial,Orthohantavirus puumalaense
2989,AB675450.1,S,partial,Orthohantavirus puumalaense
2990,AB675451.1,M,partial,Orthohantavirus puumalaense
2991,AB675452.1,L,partial,Orthohantavirus puumalaense
2992,AB675453.1,S,partial,Orthohantavirus puumalaense
2993,AB675454.1,M,partial,Orthohantavirus puumalaense
2994,AB675455.1,L,partial,Orthohantavirus puumalaense
2995,AB675456.1,S,partial,Orthohantavirus puumalaense
2996,AB675457.1,S,partial,Orthohantavirus puumalaense
2997,AB675458.1,S,partial,Orthohantavirus puumalaense
2998,AB675459.1,S,partial,Orthohantavirus puumalaense
2999,AB675460.1,S,partial,Orthohantavirus puumalaense
3000,AB675461.1,S,partial,Orthohantavirus puumalaense
3001,AB675462.1,S,partial,Orthohantavirus puumalaense
3002,AB675463.1,S,partial,Orthohantavirus puumalaense
3003,AB675464.1,S,partial,Orthohantavirus puumalaense
3004,AB675465.1,S,partial,Orthohantavirus puumalaense
3005,AB675466.1,S,partial,Orthohantavirus puumalaense
3006,AB675467.1,S,partial,Orthohantavirus puumalaense
3007,AB675468.1,S,partial,Orthohantavirus puumalaense
3008,AB675469.1,S,partial,Orthohantavirus puumalaense
3009,AB675470.1,S,partial,Orthohantavirus puumalaense
3010,AB675471.1,S,partial,Orthohantavirus puumalaense
3011,AB675472.1,S,partial,Orthohantavirus puumalaense
3012,AB675473.1,S,partial,Orthohantavirus puumalaense
3013,AB675474.1,S,partial,Orthohantavirus puumalaense
3014,AB675475.1,S,partial,Orthohantavirus puumalaense
3015,AB675476.1,S,partial,Orthohantavirus puumalaense
3016,AB675477.1,S,partial,Orthohantavirus puumalaense
3017,AB675478.1,S,partial,Orthohantavirus puumalaense
3018,AB675479.1,S,partial,Orthohantavirus puumalaense
3019,AB675480.1,S,partial,Orthohantavirus puumalaense
3020,JN657228.1,S,complete,Orthohantavirus puumalaense
3021,JN657229.1,S,complete,Orthohantavirus puumalaense
3022,JN657230.1,S,complete,Orthohantavirus puumalaense
3023,JN657231.1,S,complete,Orthohantavirus puumalaense
3024,JN657232.1,S,complete,Orthohantavirus puumalaense
3025,JN657233.1,M,partial,Orthohantavirus puumalaense
3026,JN657234.1,M,partial,Orthohantavirus puumalaense
3027,JN657235.1,M,partial,Orthohantavirus puumalaense
3028,JN657236.1,L,partial,Orthohantavirus puumalaense
3029,JN657237.1,L,partial,Orthohantavirus puumalaense
3030,JN657238.1,L,partial,Orthohantavirus puumalaense
3031,JN657239.1,L,partial,Orthohantavirus puumalaense
3032,HQ406824.1,S,partial,Orthohantavirus puumalaense
3033,JF499659.1,S,partial,Orthohantavirus puumalaense
3034,JF499660.1,S,partial,Orthohantavirus puumalaense
3035,JF499661.1,S,partial,Orthohantavirus puumalaense
3036,JF499662.1,S,partial,Orthohantavirus puumalaense
3037,JF499663.1,S,partial,Orthohantavirus puumalaense
3038,AB574183.1,L,partial,Orthohantavirus puumalaense
3039,AB574184.1,L,partial,Orthohantavirus puumalaense
3040,GU300138.1,S,partial,Orthohantavirus puumalaense
3041,GU300139.1,S,partial,Orthohantavirus puumalaense
3042,GU300140.1,S,partial,Orthohantavirus puumalaense
3043,GU300141.1,S,partial,Orthohantavirus puumalaense
3044,GU300142.1,S,partial,Orthohantavirus puumalaense
3045,GU300143.1,S,partial,Orthohantavirus puumalaense
3046,GU808824.1,S,partial,Orthohantavirus puumalaense
3047,GU808825.1,S,partial,Orthohantavirus puumalaense
3048,GQ339473.1,S,partial,Orthohantavirus puumalaense
3049,GQ339474.1,S,partial,Orthohantavirus puumalaense
3050,GQ339475.1,S,partial,Orthohantavirus puumalaense
3051,GQ339476.1,S,partial,Orthohantavirus puumalaense
3052,GQ339477.1,S,partial,Orthohantavirus puumalaense
3053,GQ339478.1,S,partial,Orthohantavirus puumalaense
3054,GQ339479.1,S,partial,Orthohantavirus puumalaense
3055,GQ339480.1,S,partial,Orthohantavirus puumalaense
3056,GQ339481.1,S,partial,Orthohantavirus puumalaense
3057,GQ339482.1,S,partial,Orthohantavirus puumalaense
3058,GQ339483.1,S,partial,Orthohantavirus puumalaense
3059,GQ339484.1,S,partial,Orthohantavirus puumalaense
3060,GQ339485.1,S,partial,Orthohantavirus puumalaense
3061,GQ339486.1,S,partial,Orthohantavirus puumalaense
3062,GQ339487.1,S,partial,Orthohantavirus puumalaense
3063,GQ339488.1,M,partial,Orthohantavirus puumalaense
3064,GQ339489.1,M,partial,Orthohantavirus puumalaense
3065,GQ339490.1,M,partial,Orthohantavirus puumalaense
3066,GQ339491.1,M,partial,Orthohantavirus puumalaense
3067,GQ339492.1,M,partial,Orthohantavirus puumalaense
3068,GQ339493.1,M,partial,Orthohantavirus puumalaense
3069,GQ339494.1,M,partial,Orthohantavirus puumalaense
3070,GQ339495.1,M,partial,Orthohantavirus puumalaense
3071,FN377821.1,S,partial,Orthohantavirus puumalaense
3072,FN377822.1,S,partial,Orthohantavirus puumalaense
3073,FN377823.1,M,partial,Orthohantavirus puumalaense
3074,FN377824.1,M,partial,Orthohantavirus puumalaense
3075,FN377825.1,M,partial,Orthohantavirus puumalaense
3076,FJ717661.1,S,partial,Orthohantavirus puumalaense
3077,FJ717662.1,S,partial,Orthohantavirus puumalaense
3078,FJ717663.1,S,partial,Orthohantavirus puumalaense
3079,FJ717664.1,S,partial,Orthohantavirus puumalaense
3080,FJ717665.1,S,partial,Orthohantavirus puumalaense
3081,FJ717666.1,M,partial,Orthohantavirus puumalaense
3082,FJ717667.1,M,partial,Orthohantavirus puumalaense
3083,FJ717668.1,M,partial,Orthohantavirus puumalaense
3084,FJ717669.1,M,partial,Orthohantavirus puumalaense
3085,FJ717670.1,M,partial,Orthohantavirus puumalaense
3086,FJ717671.1,M,partial,Orthohantavirus puumalaense
3087,FJ717672.1,M,partial,Orthohantavirus puumalaense
3088,FJ717673.1,L,partial,Orthohantavirus puumalaense
3089,FJ717674.1,L,partial,Orthohantavirus puumalaense
3090,FJ717675.1,L,partial,Orthohantavirus puumalaense
3091,FJ717676.1,L,partial,Orthohantavirus puumalaense
3092,FJ717677.1,L,partial,Orthohantavirus puumalaense
3093,FJ717678.1,L,partial,Orthohantavirus puumalaense
3094,FJ717679.1,L,partial,Orthohantavirus puumalaense
3095,EU439968.1,S,partial,Orthohantavirus puumalaense
3096,EU439969.1,S,partial,Orthohantavirus puumalaense
3097,EU439970.1,S,partial,Orthohantavirus puumalaense
3098,EU439971.1,S,partial,Orthohantavirus puumalaense
3099,EU439972.1,S,partial,Orthohantavirus puumalaense
3100,EU833888.1,S,partial,Orthohantavirus puumalaense
3101,EU266757.1,S,partial,Orthohantavirus puumalaense
3102,EU266758.1,S,partial,Orthohantavirus puumalaense
3103,EU266759.1,S,partial,Orthohantavirus puumalaense
3104,EU266760.1,S,partial,Orthohantavirus puumalaense
3105,EU266761.1,S,partial,Orthohantavirus puumalaense
3106,EU266762.1,S,partial,Orthohantavirus puumalaense
3107,EU266763.1,S,partial,Orthohantavirus puumalaense
3108,EU266764.1,S,partial,Orthohantavirus puumalaense
3109,EU266765.1,S,partial,Orthohantavirus puumalaense
3110,EU266766.1,S,partial,Orthohantavirus puumalaense
3111,EU266767.1,S,partial,Orthohantavirus puumalaense
3112,EU266768.1,S,partial,Orthohantavirus puumalaense
3113,EU266769.1,S,partial,Orthohantavirus puumalaense
3114,EU266770.1,S,partial,Orthohantavirus puumalaense
3115,EU266771.1,S,partial,Orthohantavirus puumalaense
3116,EU266772.1,S,partial,Orthohantavirus puumalaense
3120,AM980517.1,S,partial,Orthohantavirus puumalaense
3121,AM980518.1,S,partial,Orthohantavirus puumalaense
3122,AM980519.1,S,partial,Orthohantavirus puumalaense
3123,AM980520.1,S,partial,Orthohantavirus puumalaense
3124,AM980521.1,S,partial,Orthohantavirus puumalaense
3125,AM980522.1,S,partial,Orthohantavirus puumalaense
3126,AM980523.1,S,partial,Orthohantavirus puumalaense
3127,AM980524.1,M,partial,Orthohantavirus puumalaense
3128,AM980525.1,M,partial,Orthohantavirus puumalaense
3129,AM980526.1,M,partial,Orthohantavirus puumalaense
3130,AM980527.1,M,partial,Orthohantavirus puumalaense
3131,AM980528.1,M,partial,Orthohantavirus puumalaense
3132,AM980529.1,M,partial,Orthohantavirus puumalaense
3133,AM980530.1,M,partial,Orthohantavirus puumalaense
3134,AM980531.1,M,partial,Orthohantavirus puumalaense
3135,AM980532.1,M,partial,Orthohantavirus puumalaense
3136,AM980533.1,M,partial,Orthohantavirus puumalaense
3137,AM980534.1,M,partial,Orthohantavirus puumalaense
3138,AM980535.1,M,partial,Orthohantavirus puumalaense
3139,AM980536.1,L,partial,Orthohantavirus puumalaense
3140,AM980537.1,L,partial,Orthohantavirus puumalaense
3141,AM980538.1,L,partial,Orthohantavirus puumalaense
3142,AM980539.1,L,partial,Orthohantavirus puumalaense
3143,AM980540.1,L,partial,Orthohantavirus puumalaense
3144,AM980541.1,L,partial,Orthohantavirus puumalaense
3145,AM980542.1,L,partial,Orthohantavirus puumalaense
3146,AM980543.1,L,partial,Orthohantavirus puumalaense
3147,AM980544.1,L,partial,Orthohantavirus puumalaense
3148,AM980545.1,L,partial,Orthohantavirus puumalaense
3149,AM980546.1,L,partial,Orthohantavirus puumalaense
3150,AM980547.1,L,partial,Orthohantavirus puumalaense
3151,AM980548.1,L,partial,Orthohantavirus puumalaense
3152,AM980549.1,L,partial,Orthohantavirus puumalaense
3153,AM980550.1,L,partial,Orthohantavirus puumalaense
3154,AM980551.1,L,partial,Orthohantavirus puumalaense
3155,AM980552.1,L,partial,Orthohantavirus puumalaense
3156,EU652421.1,M,partial,Orthohantavirus puumalaense
3157,EU652422.1,S,partial,Orthohantavirus puumalaense
3158,EU652423.1,S,partial,Orthohantavirus puumalaense
3159,EU652424.1,S,partial,Orthohantavirus puumalaense
3160,EU652425.1,S,partial,Orthohantavirus puumalaense
3161,EU652426.1,S,partial,Orthohantavirus puumalaense
3162,EU652427.1,S,partial,Orthohantavirus puumalaense
3163,EU652428.1,S,partial,Orthohantavirus puumalaense
3164,EU652429.1,S,partial,Orthohantavirus puumalaense
3165,EU652430.1,S,partial,Orthohantavirus puumalaense
3166,EU652432.1,S,partial,Orthohantavirus puumalaense
3167,EU652433.1,S,partial,Orthohantavirus puumalaense
3168,EU652434.1,S,partial,Orthohantavirus puumalaense
3169,EU652435.1,S,partial,Orthohantavirus puumalaense
3170,EU652436.1,S,partial,Orthohantavirus puumalaense
3171,EU652437.1,S,partial,Orthohantavirus puumalaense
3172,EU652438.1,S,partial,Orthohantavirus puumalaense
3173,EU652439.1,S,partial,Orthohantavirus puumalaense
3174,EU652440.1,S,partial,Orthohantavirus puumalaense
3175,EU652441.1,S,partial,Orthohantavirus puumalaense
3176,EU652442.1,S,partial,Orthohantavirus puumalaense
3177,EU652443.1,S,partial,Orthohantavirus puumalaense
3178,EU562967.1,M,partial,Orthohantavirus puumalaense
3179,EU562968.1,M,partial,Orthohantavirus puumalaense
3180,EU562969.1,M,partial,Orthohantavirus puumalaense
3181,EU562970.1,M,partial,Orthohantavirus puumalaense
3182,EU562971.1,M,partial,Orthohantavirus puumalaense
3183,EU562972.1,M,partial,Orthohantavirus puumalaense
3184,EU562973.1,M,partial,Orthohantavirus puumalaense
3185,EU562974.1,M,partial,Orthohantavirus puumalaense
3186,EU562975.1,M,partial,Orthohantavirus puumalaense
3187,EU562976.1,M,partial,Orthohantavirus puumalaense
3188,EU562977.1,M,partial,Orthohantavirus puumalaense
3189,EU562978.1,M,partial,Orthohantavirus puumalaense
3190,EU562979.1,M,partial,Orthohantavirus puumalaense
3191,EU562980.1,M,partial,Orthohantavirus puumalaense
3192,EU562981.1,M,partial,Orthohantavirus puumalaense
3193,EU562982.1,M,partial,Orthohantavirus puumalaense
3194,EU562983.1,M,partial,Orthohantavirus puumalaense
3195,EU562984.1,M,partial,Orthohantavirus puumalaense
3196,EU562985.1,M,partial,Orthohantavirus puumalaense
3197,EU562986.1,M,partial,Orthohantavirus puumalaense
3198,EU562987.1,M,partial,Orthohantavirus puumalaense
3199,EU562988.1,M,partial,Orthohantavirus puumalaense
3200,EU562997.1,S,partial,Orthohantavirus puumalaense
3201,EU562998.1,S,partial,Orthohantavirus puumalaense
3202,EU562999.1,S,partial,Orthohantavirus puumalaense
3203,EU563000.1,S,partial,Orthohantavirus puumalaense
3204,EU563001.1,S,partial,Orthohantavirus puumalaense
3205,EU563002.1,S,partial,Orthohantavirus puumalaense
3206,EU563003.1,S,partial,Orthohantavirus puumalaense
3207,EU563004.1,S,partial,Orthohantavirus puumalaense
3208,EU563005.1,S,partial,Orthohantavirus puumalaense
3209,EU563006.1,S,partial,Orthohantavirus puumalaense
3210,EU563007.1,S,partial,Orthohantavirus puumalaense
3211,EU563008.1,S,partial,Orthohantavirus puumalaense
3212,EU563009.1,S,partial,Orthohantavirus puumalaense
3213,EU563010.1,S,partial,Orthohantavirus puumalaense
3214,EU563011.1,S,partial,Orthohantavirus puumalaense
3215,EU563012.1,S,partial,Orthohantavirus puumalaense
3216,EU563013.1,S,partial,Orthohantavirus puumalaense
3217,EU563014.1,S,partial,Orthohantavirus puumalaense
3218,EU563015.1,S,partial,Orthohantavirus puumalaense
3219,EU563016.1,S,partial,Orthohantavirus puumalaense
3220,EU563017.1,S,partial,Orthohantavirus puumalaense
3221,EU563018.1,S,partial,Orthohantavirus puumalaense
3222,AB433842.1,S,partial,Orthohantavirus puumalaense
3223,AB433843.2,S,partial,Orthohantavirus puumalaense
3224,AB433844.1,S,partial,Orthohantavirus puumalaense
3225,AB433845.2,S,partial,Orthohantavirus puumalaense
3226,AB433846.1,S,partial,Orthohantavirus puumalaense
3227,AB433847.1,S,partial,Orthohantavirus puumalaense
3228,AB433848.1,S,partial,Orthohantavirus puumalaense
3229,AB433849.1,M,partial,Orthohantavirus puumalaense
3230,AB433850.2,M,partial,Orthohantavirus puumalaense
3231,AB433851.1,M,partial,Orthohantavirus puumalaense
3232,AB433852.2,M,partial,Orthohantavirus puumalaense
3233,AB433853.1,M,partial,Orthohantavirus puumalaense
3234,AB433854.1,M,partial,Orthohantavirus puumalaense
3235,AB433855.1,M,partial,Orthohantavirus puumalaense
3236,EU549802.1,S,partial,Orthohantavirus puumalaense
3237,EU549803.1,S,partial,Orthohantavirus puumalaense
3238,EU549804.1,S,partial,Orthohantavirus puumalaense
3239,EU549805.1,S,partial,Orthohantavirus puumalaense
3240,EU549806.1,S,partial,Orthohantavirus puumalaense
3241,EU549807.1,S,partial,Orthohantavirus puumalaense
3242,EU549808.1,S,partial,Orthohantavirus puumalaense
3243,EU549809.1,S,partial,Orthohantavirus puumalaense
3244,EU549810.1,S,partial,Orthohantavirus puumalaense
3245,EU549811.1,S,partial,Orthohantavirus puumalaense
3246,EU549813.1,S,partial,Orthohantavirus puumalaense
3247,EU549814.1,S,partial,Orthohantavirus puumalaense
3248,EU549815.1,S,partial,Orthohantavirus puumalaense
3249,EU177629.1,S,partial,Orthohantavirus puumalaense
3250,EU177630.1,S,partial,Orthohantavirus puumalaense
3251,EU337014.1,S,partial,Orthohantavirus puumalaense
3252,EU337015.1,S,partial,Orthohantavirus puumalaense
3253,EU337016.1,S,partial,Orthohantavirus puumalaense
3254,EU337017.1,S,partial,Orthohantavirus puumalaense
3258,DQ322669.1,S,partial,Orthohantavirus puumalaense
3259,DQ322670.1,S,partial,Orthohantavirus puumalaense
3260,DQ322671.1,S,partial,Orthohantavirus puumalaense
3261,DQ322672.1,S,partial,Orthohantavirus puumalaense
3262,DQ322673.1,S,partial,Orthohantavirus puumalaense
3263,DQ322674.1,S,partial,Orthohantavirus puumalaense
3264,DQ322675.1,S,partial,Orthohantavirus puumalaense
3265,DQ322676.1,S,partial,Orthohantavirus puumalaense
3266,DQ322677.1,S,partial,Orthohantavirus puumalaense
3267,DQ322678.1,S,partial,Orthohantavirus puumalaense
3268,DQ322679.1,S,partial,Orthohantavirus puumalaense
3269,DQ322680.1,S,partial,Orthohantavirus puumalaense
3270,DQ322681.1,S,partial,Orthohantavirus puumalaense
3271,EU246962.1,S,partial,Orthohantavirus puumalaense
3272,EU246963.1,S,partial,Orthohantavirus puumalaense
3273,EU246964.1,S,partial,Orthohantavirus puumalaense
3274,EU246965.1,S,partial,Orthohantavirus puumalaense
3275,EU246966.1,S,partial,Orthohantavirus puumalaense
3276,EU246967.1,S,partial,Orthohantavirus puumalaense
3277,EU246968.1,S,partial,Orthohantavirus puumalaense
3278,EU246969.1,M,partial,Orthohantavirus puumalaense
3279,EU246970.1,M,partial,Orthohantavirus puumalaense
3280,EU246971.1,M,partial,Orthohantavirus puumalaense
3281,EU246972.1,M,partial,Orthohantavirus puumalaense
3282,EU250755.1,M,partial,Orthohantavirus puumalaense
3283,EU250756.1,M,partial,Orthohantavirus puumalaense
3284,EF625237.1,S,partial,Orthohantavirus puumalaense
3285,AM695638.1,S,partial,Orthohantavirus puumalaense
3286,AM695639.1,M,partial,Orthohantavirus puumalaense
3287,EU004029.1,S,partial,Orthohantavirus puumalaense
3288,EU004030.1,S,partial,Orthohantavirus puumalaense
3289,EU004031.1,S,partial,Orthohantavirus puumalaense
3290,EU004032.1,S,partial,Orthohantavirus puumalaense
3291,EU004033.1,S,partial,Orthohantavirus puumalaense
3292,EU004034.1,S,partial,Orthohantavirus puumalaense
3293,EU004035.1,S,partial,Orthohantavirus puumalaense
3294,EU004036.1,S,partial,Orthohantavirus puumalaense
3295,EU085558.1,S,partial,Orthohantavirus puumalaense
3296,EU085559.1,S,partial,Orthohantavirus puumalaense
3297,EU085560.1,S,partial,Orthohantavirus puumalaense
3298,EU085561.1,S,partial,Orthohantavirus puumalaense
3299,EU085562.1,S,partial,Orthohantavirus puumalaense
3300,EU085563.1,S,partial,Orthohantavirus puumalaense
3301,EU085564.1,S,partial,Orthohantavirus puumalaense
3302,EU085565.1,S,partial,Orthohantavirus puumalaense
3303,EU085566.1,S,partial,Orthohantavirus puumalaense
3304,EU085567.1,M,partial,Orthohantavirus puumalaense
3305,EU069361.1,M,partial,Orthohantavirus puumalaense
3306,AM746297.1,S,partial,Orthohantavirus puumalaense
3307,AM746298.1,S,partial,Orthohantavirus puumalaense
3308,AM746299.1,S,partial,Orthohantavirus puumalaense
3309,AM746300.1,S,partial,Orthohantavirus puumalaense
3310,AM746301.1,S,partial,Orthohantavirus puumalaense
3311,AM746302.1,S,partial,Orthohantavirus puumalaense
3312,AM746303.1,S,partial,Orthohantavirus puumalaense
3313,AM746304.1,S,partial,Orthohantavirus puumalaense
3314,AM746305.1,S,partial,Orthohantavirus puumalaense
3315,AM746306.1,S,partial,Orthohantavirus puumalaense
3316,AM746307.1,S,partial,Orthohantavirus puumalaense
3317,AM746308.1,S,partial,Orthohantavirus puumalaense
3318,AM746309.1,S,partial,Orthohantavirus puumalaense
3319,AM746310.1,S,partial,Orthohantavirus puumalaense
3320,AM746311.1,S,partial,Orthohantavirus puumalaense
3321,AM746312.1,S,partial,Orthohantavirus puumalaense
