,Accession,Segment,Nuc_Completeness,Species
1601,KT885048.1,M,complete,Orthohantavirus hantanense
1602,KT885049.1,S,complete,Orthohantavirus hantanense
1603,KP896307.1,L,partial,Orthohantavirus hantanense
1604,KP896308.1,L,partial,Orthohantavirus hantanense
1605,KP896309.1,L,partial,Orthohantavirus hantanense
1606,KP896310.1,L,partial,Orthohantavirus hantanense
1607,KP896311.1,L,partial,Orthohantavirus hantanense
1608,KP896312.1,L,partial,Orthohantavirus hantanense
1609,KP896313.1,L,partial,Orthohantavirus hantanense
1610,KP896314.1,L,partial,Orthohantavirus hantanense
1611,KP896315.1,L,partial,Orthohantavirus hantanense
1612,KP896316.1,L,partial,Orthohantavirus hantanense
1613,KP896317.1,L,partial,Orthohantavirus hantanense
1614,KP896318.1,L,partial,Orthohantavirus hantanense
1615,KP178195.1,S,partial,Orthohantavirus hantanense
1616,KP178196.1,S,partial,Orthohantavirus hantanense
1617,KM894148.1,M,partial,Orthohantavirus hantanense
1618,KM279662.1,M,partial,Orthohantavirus hantanense
1619,KM279663.1,M,partial,Orthohantavirus hantanense
1620,KM279664.1,M,partial,Orthohantavirus hantanense
1621,KM279665.1,M,partial,Orthohantavirus hantanense
1622,KM279666.1,M,partial,Orthohantavirus hantanense
1623,KM279667.1,M,partial,Orthohantavirus hantanense
1624,KM279668.1,M,partial,Orthohantavirus hantanense
1625,KM279669.1,M,partial,Orthohantavirus hantanense
1626,KM279670.1,M,partial,Orthohantavirus hantanense
1627,KM279671.1,M,partial,Orthohantavirus hantanense
1628,KM279672.1,M,partial,Orthohantavirus hantanense
1629,KM279673.1,M,partial,Orthohantavirus hantanense
1630,KM355414.1,S,partial,Orthohantavirus hantanense
1631,KJ857317.1,L,partial,Orthohantavirus hantanense
1632,KJ857318.1,L,partial,Orthohantavirus hantanense
1633,KJ857319.1,L,partial,Orthohantavirus hantanense
1634,KJ857334.1,M,partial,Orthohantavirus hantanense
1635,KJ857335.1,M,partial,Orthohantavirus hantanense
1636,KJ857336.1,M,partial,Orthohantavirus hantanense
1637,KJ857347.1,S,partial,Orthohantavirus hantanense
1638,KJ857348.1,S,partial,Orthohantavirus hantanense
1639,KJ857349.1,S,partial,Orthohantavirus hantanense
1640,KC570377.1,M,partial,Orthohantavirus hantanense
1641,KC570378.1,M,partial,Orthohantavirus hantanense
1642,KC570379.1,M,partial,Orthohantavirus hantanense
1643,KC570380.1,M,partial,Orthohantavirus hantanense
1644,KC570381.1,M,partial,Orthohantavirus hantanense
1645,KC570382.1,M,partial,Orthohantavirus hantanense
1646,KC570383.1,M,partial,Orthohantavirus hantanense
1647,KC570384.1,S,partial,Orthohantavirus hantanense
1648,KC570385.1,S,partial,Orthohantavirus hantanense
1649,KC570386.1,S,partial,Orthohantavirus hantanense
1650,KC570387.1,S,partial,Orthohantavirus hantanense
1651,KC570388.1,S,partial,Orthohantavirus hantanense
1652,KC570389.1,S,partial,Orthohantavirus hantanense
1653,KC570390.1,S,partial,Orthohantavirus hantanense
1654,KC570391.1,S,partial,Orthohantavirus hantanense
1655,KC570392.1,S,partial,Orthohantavirus hantanense
1656,KC570393.1,S,partial,Orthohantavirus hantanense
1657,KC570394.1,S,partial,Orthohantavirus hantanense
1658,KC570395.1,S,partial,Orthohantavirus hantanense
1659,KC570396.1,S,partial,Orthohantavirus hantanense
1660,KC570397.1,S,partial,Orthohantavirus hantanense
1661,KC570398.1,S,partial,Orthohantavirus hantanense
1662,KC570399.1,S,partial,Orthohantavirus hantanense
1663,KC570400.1,S,partial,Orthohantavirus hantanense
1664,KC570401.1,S,partial,Orthohantavirus hantanense
1665,KC570402.1,S,partial,Orthohantavirus hantanense
1666,KC570403.1,S,partial,Orthohantavirus hantanense
1667,KC570404.1,S,partial,Orthohantavirus hantanense
1668,KC570405.1,S,partial,Orthohantavirus hantanense
1669,KC570406.1,S,partial,Orthohantavirus hantanense
1670,KC570407.1,S,partial,Orthohantavirus hantanense
1671,JX177435.1,M,partial,Orthohantavirus hantanense
1672,JX177436.1,M,partial,Orthohantavirus hantanense
1673,JX177437.1,M,partial,Orthohantavirus hantanense
1674,JX177438.1,M,partial,Orthohantavirus hantanense
1675,JX177439.1,M,partial,Orthohantavirus hantanense
1676,JX177440.1,M,partial,Orthohantavirus hantanense
1677,JX177441.1,M,partial,Orthohantavirus hantanense
1678,JX177442.1,M,partial,Orthohantavirus hantanense
1679,JX177443.1,M,partial,Orthohantavirus hantanense
1680,JX177444.1,M,partial,Orthohantavirus hantanense
1681,JX177445.1,M,partial,Orthohantavirus hantanense
1682,JX177446.1,M,partial,Orthohantavirus hantanense
1683,KC215254.1,L,partial,Orthohantavirus hantanense
1684,KF477195.1,M,partial,Orthohantavirus hantanense
1685,KF477196.1,M,partial,Orthohantavirus hantanense
1686,JQ912697.1,S,partial,Orthohantavirus hantanense
1687,JQ912698.1,S,partial,Orthohantavirus hantanense
1688,JQ912699.1,S,partial,Orthohantavirus hantanense
1689,JQ912700.1,S,partial,Orthohantavirus hantanense
1690,JQ912701.1,S,partial,Orthohantavirus hantanense
1691,JQ912702.1,S,partial,Orthohantavirus hantanense
1692,JQ912703.1,S,partial,Orthohantavirus hantanense
1693,JQ912704.1,S,partial,Orthohantavirus hantanense
1694,JQ912705.1,S,partial,Orthohantavirus hantanense
1695,JQ912706.1,S,partial,Orthohantavirus hantanense
1696,JQ912707.1,S,partial,Orthohantavirus hantanense
1697,JQ912708.1,S,partial,Orthohantavirus hantanense
1698,JQ912709.1,S,partial,Orthohantavirus hantanense
1699,JQ912710.1,S,partial,Orthohantavirus hantanense
1700,JQ912711.1,S,partial,Orthohantavirus hantanense
1701,JQ912712.1,S,partial,Orthohantavirus hantanense
1702,JQ912713.1,S,partial,Orthohantavirus hantanense
1703,JQ912714.1,S,partial,Orthohantavirus hantanense
1704,JQ912715.1,S,partial,Orthohantavirus hantanense
1705,JQ912716.1,S,partial,Orthohantavirus hantanense
1706,JQ912717.1,S,partial,Orthohantavirus hantanense
1707,JQ912718.1,S,partial,Orthohantavirus hantanense
1708,JQ912719.1,S,partial,Orthohantavirus hantanense
1709,JQ912720.1,S,partial,Orthohantavirus hantanense
1710,JQ912721.1,S,partial,Orthohantavirus hantanense
1711,JQ912722.1,S,partial,Orthohantavirus hantanense
1712,JQ912723.1,S,partial,Orthohantavirus hantanense
1713,JQ912724.1,S,partial,Orthohantavirus hantanense
1714,JQ912725.1,S,partial,Orthohantavirus hantanense
1715,JQ912726.1,S,partial,Orthohantavirus hantanense
1716,JQ912727.1,S,partial,Orthohantavirus hantanense
1717,JQ912728.1,S,partial,Orthohantavirus hantanense
1718,JQ912729.1,S,partial,Orthohantavirus hantanense
1719,JQ912730.1,S,partial,Orthohantavirus hantanense
1720,JQ912731.1,S,partial,Orthohantavirus hantanense
1721,JQ912732.1,S,partial,Orthohantavirus hantanense
1722,JQ912733.1,S,partial,Orthohantavirus hantanense
1723,JQ912734.1,S,partial,Orthohantavirus hantanense
1724,JQ912735.1,S,partial,Orthohantavirus hantanense
1725,JQ912736.1,S,partial,Orthohantavirus hantanense
1726,JQ912737.1,S,partial,Orthohantavirus hantanense
1727,JQ912738.1,S,partial,Orthohantavirus hantanense
1728,JQ912739.1,S,partial,Orthohantavirus hantanense
1729,JQ912740.1,S,partial,Orthohantavirus hantanense
1730,JQ912741.1,S,partial,Orthohantavirus hantanense
1731,JQ912742.1,S,partial,Orthohantavirus hantanense
1732,JQ912743.1,S,partial,Orthohantavirus hantanense
1733,JQ912744.1,S,partial,Orthohantavirus hantanense
1734,JQ912745.1,S,partial,Orthohantavirus hantanense
1735,JQ912746.1,S,partial,Orthohantavirus hantanense
1736,JQ912747.1,S,partial,Orthohantavirus hantanense
1737,JQ912748.1,S,partial,Orthohantavirus hantanense
1738,JQ912749.1,S,partial,Orthohantavirus hantanense
1739,JQ912750.1,S,partial,Orthohantavirus hantanense
1740,JQ912751.1,S,partial,Orthohantavirus hantanense
1741,JQ912752.1,S,partial,Orthohantavirus hantanense
1742,JQ912753.1,S,partial,Orthohantavirus hantanense
1743,JQ912754.1,S,partial,Orthohantavirus hantanense
1744,JQ912755.1,S,partial,Orthohantavirus hantanense
1745,JQ912756.1,S,partial,Orthohantavirus hantanense
1746,JQ912757.1,S,partial,Orthohantavirus hantanense
1747,JQ912758.1,S,partial,Orthohantavirus hantanense
1748,JQ912759.1,S,partial,Orthohantavirus hantanense
1749,JQ912760.1,S,partial,Orthohantavirus hantanense
1750,JQ912761.1,S,partial,Orthohantavirus hantanense
1751,JQ912763.1,S,partial,Orthohantavirus hantanense
1752,JQ912764.1,S,partial,Orthohantavirus hantanense
1753,JQ912765.1,S,partial,Orthohantavirus hantanense
1754,JQ912766.1,S,partial,Orthohantavirus hantanense
1755,JQ912767.1,S,partial,Orthohantavirus hantanense
1756,JQ912768.1,S,partial,Orthohantavirus hantanense
1757,JQ912769.1,S,partial,Orthohantavirus hantanense
1758,JQ912770.1,S,partial,Orthohantavirus hantanense
1759,JQ912803.1,M,partial,Orthohantavirus hantanense
1760,JQ912804.1,M,partial,Orthohantavirus hantanense
1761,JQ912805.1,M,partial,Orthohantavirus hantanense
1762,JQ912806.1,M,partial,Orthohantavirus hantanense
1763,JQ912807.1,M,partial,Orthohantavirus hantanense
1764,JQ912808.1,M,partial,Orthohantavirus hantanense
1765,JQ912809.1,M,partial,Orthohantavirus hantanense
1766,JQ912810.1,M,partial,Orthohantavirus hantanense
1767,JQ912811.1,M,partial,Orthohantavirus hantanense
1768,JQ912812.1,M,partial,Orthohantavirus hantanense
1769,JQ912813.1,M,partial,Orthohantavirus hantanense
1770,JQ912814.1,M,partial,Orthohantavirus hantanense
1771,JQ912815.1,M,partial,Orthohantavirus hantanense
1772,JQ912816.1,M,partial,Orthohantavirus hantanense
1773,JQ912817.1,M,partial,Orthohantavirus hantanense
1774,JQ912818.1,M,partial,Orthohantavirus hantanense
1775,JQ912819.1,M,partial,Orthohantavirus hantanense
1776,JQ912820.1,M,partial,Orthohantavirus hantanense
1777,JQ912821.1,M,partial,Orthohantavirus hantanense
1778,JQ912822.1,M,partial,Orthohantavirus hantanense
1779,JQ912823.1,M,partial,Orthohantavirus hantanense
1780,JQ912824.1,M,partial,Orthohantavirus hantanense
1781,JQ912825.1,M,partial,Orthohantavirus hantanense
1782,JQ912826.1,M,partial,Orthohantavirus hantanense
1783,JQ912827.1,M,partial,Orthohantavirus hantanense
1784,JQ912828.1,M,partial,Orthohantavirus hantanense
1785,JQ912829.1,M,partial,Orthohantavirus hantanense
1786,JQ912830.1,M,partial,Orthohantavirus hantanense
1787,JQ912831.1,M,partial,Orthohantavirus hantanense
1788,JQ912832.1,M,partial,Orthohantavirus hantanense
1789,JQ912833.1,M,partial,Orthohantavirus hantanense
1790,JQ912834.1,M,partial,Orthohantavirus hantanense
1791,JQ912835.1,M,partial,Orthohantavirus hantanense
1792,JQ912836.1,M,partial,Orthohantavirus hantanense
1793,JQ912837.1,M,partial,Orthohantavirus hantanense
1794,JQ912838.1,M,partial,Orthohantavirus hantanense
1795,JQ912839.1,M,partial,Orthohantavirus hantanense
1796,JQ912840.1,M,partial,Orthohantavirus hantanense
1797,JQ912841.1,M,partial,Orthohantavirus hantanense
1798,JQ912842.1,M,partial,Orthohantavirus hantanense
1799,JQ912843.1,M,partial,Orthohantavirus hantanense
1800,JQ912844.1,M,partial,Orthohantavirus hantanense
1801,JQ912845.1,M,partial,Orthohantavirus hantanense
1802,JQ912846.1,M,partial,Orthohantavirus hantanense
1803,JQ912847.1,M,partial,Orthohantavirus hantanense
1804,JQ912848.1,M,partial,Orthohantavirus hantanense
1805,JQ912849.1,M,partial,Orthohantavirus hantanense
1806,JQ912850.1,M,partial,Orthohantavirus hantanense
1807,JQ912851.1,M,partial,Orthohantavirus hantanense
1808,JQ912852.1,M,partial,Orthohantavirus hantanense
1809,JQ912853.1,M,partial,Orthohantavirus hantanense
1810,JQ912854.1,M,partial,Orthohantavirus hantanense
1811,JQ912855.1,M,partial,Orthohantavirus hantanense
1812,JQ912856.1,M,partial,Orthohantavirus hantanense
1813,JQ912857.1,M,partial,Orthohantavirus hantanense
1814,JQ912858.1,M,partial,Orthohantavirus hantanense
1815,JQ912859.1,M,partial,Orthohantavirus hantanense
1816,JQ912860.1,M,partial,Orthohantavirus hantanense
1817,JQ912861.1,M,partial,Orthohantavirus hantanense
1818,JQ912862.1,M,partial,Orthohantavirus hantanense
1819,JQ912863.1,M,partial,Orthohantavirus hantanense
1820,JQ912864.1,M,partial,Orthohantavirus hantanense
1821,JQ912865.1,M,partial,Orthohantavirus hantanense
1822,JQ912866.1,M,partial,Orthohantavirus hantanense
1823,JQ912867.1,M,partial,Orthohantavirus hantanense
1824,JQ912868.1,M,partial,Orthohantavirus hantanense
1825,JQ912869.1,M,partial,Orthohantavirus hantanense
1826,JQ912870.1,M,partial,Orthohantavirus hantanense
1827,JQ912871.1,M,partial,Orthohantavirus hantanense
1828,JQ912872.1,M,partial,Orthohantavirus hantanense
1829,JQ912873.1,M,partial,Orthohantavirus hantanense
1830,JQ912874.1,M,partial,Orthohantavirus hantanense
1831,JQ912875.1,M,partial,Orthohantavirus hantanense
1832,KC344236.1,S,complete,Orthohantavirus hantanense
1833,KC344237.1,S,partial,Orthohantavirus hantanense
1834,KC344238.1,S,partial,Orthohantavirus hantanense
1835,KC344239.1,S,partial,Orthohantavirus hantanense
1836,KC344240.1,S,partial,Orthohantavirus hantanense
1837,KC344241.1,S,partial,Orthohantavirus hantanense
1838,KC344242.1,S,partial,Orthohantavirus hantanense
1839,KC344243.1,S,partial,Orthohantavirus hantanense
1840,KC344244.1,S,partial,Orthohantavirus hantanense
1841,KC344245.1,S,partial,Orthohantavirus hantanense
1842,KC344246.1,S,partial,Orthohantavirus hantanense
1843,KC344247.1,S,partial,Orthohantavirus hantanense
1844,KC344248.1,S,partial,Orthohantavirus hantanense
1845,KC344249.1,S,partial,Orthohantavirus hantanense
1846,KC344253.1,M,partial,Orthohantavirus hantanense
1847,KC344254.1,M,partial,Orthohantavirus hantanense
1848,KC344255.1,M,partial,Orthohantavirus hantanense
1849,KC344256.1,M,partial,Orthohantavirus hantanense
1850,KC344257.1,M,partial,Orthohantavirus hantanense
1851,KC344258.1,M,partial,Orthohantavirus hantanense
1852,KC344259.1,M,partial,Orthohantavirus hantanense
1853,KC344260.1,M,partial,Orthohantavirus hantanense
1854,KC344261.1,M,partial,Orthohantavirus hantanense
1855,KC344262.1,M,partial,Orthohantavirus hantanense
1856,KC344263.1,M,partial,Orthohantavirus hantanense
1857,KC344264.1,M,partial,Orthohantavirus hantanense
1858,KC344265.1,M,partial,Orthohantavirus hantanense
1859,KC344266.1,M,partial,Orthohantavirus hantanense
1860,KC844226.1,S,partial,Orthohantavirus hantanense
1861,KC844227.1,S,partial,Orthohantavirus hantanense
1862,KC844228.1,S,partial,Orthohantavirus hantanense
1863,KC576786.1,M,partial,Orthohantavirus hantanense
1864,KC576787.1,M,partial,Orthohantavirus hantanense
1868,KC136242.1,L,partial,Orthohantavirus hantanense
1869,KC136243.1,M,partial,Orthohantavirus hantanense
1870,KC136244.1,S,partial,Orthohantavirus hantanense
1871,JX119008.1,L,partial,Orthohantavirus hantanense
1872,JX119009.1,M,partial,Orthohantavirus hantanense
1873,JX119010.1,S,partial,Orthohantavirus hantanense
1874,JX473002.1,L,partial,Orthohantavirus hantanense
1875,JX473003.1,M,partial,Orthohantavirus hantanense
1876,JX473004.1,S,partial,Orthohantavirus hantanense
1877,JQ665881.1,M,partial,Orthohantavirus hantanense
1878,JQ665882.1,M,partial,Orthohantavirus hantanense
1879,JQ665883.1,M,partial,Orthohantavirus hantanense
1880,JQ665884.1,M,partial,Orthohantavirus hantanense
1881,JQ665885.1,M,partial,Orthohantavirus hantanense
1882,JQ665905.1,S,partial,Orthohantavirus hantanense
1883,JQ665906.1,S,partial,Orthohantavirus hantanense
1884,JQ665907.1,S,partial,Orthohantavirus hantanense
1885,JQ665908.1,S,partial,Orthohantavirus hantanense
1886,JQ665909.1,S,partial,Orthohantavirus hantanense
1887,JQ083393.1,L,complete,Orthohantavirus hantanense
1888,JQ083394.1,M,complete,Orthohantavirus hantanense
1889,JQ083395.1,S,complete,Orthohantavirus hantanense
1890,JQ083396.1,S,partial,Orthohantavirus hantanense
1891,JQ083397.1,S,partial,Orthohantavirus hantanense
1892,JQ083402.1,S,partial,Orthohantavirus hantanense
1893,JQ083403.1,S,partial,Orthohantavirus hantanense
1894,JQ061291.1,S,partial,Orthohantavirus hantanense
1895,JN712306.1,S,partial,Orthohantavirus hantanense
1896,HQ655952.1,M,partial,Orthohantavirus hantanense
1897,HQ655953.1,M,partial,Orthohantavirus hantanense
1898,HQ655954.1,M,partial,Orthohantavirus hantanense
1899,HQ655955.1,M,partial,Orthohantavirus hantanense
1900,HQ655956.1,M,partial,Orthohantavirus hantanense
1901,HQ655957.1,M,partial,Orthohantavirus hantanense
1902,HQ655987.1,S,partial,Orthohantavirus hantanense
1903,HQ655988.1,S,partial,Orthohantavirus hantanense
1904,HQ655989.1,S,partial,Orthohantavirus hantanense
1905,HQ655990.1,S,partial,Orthohantavirus hantanense
1906,HQ655991.1,S,partial,Orthohantavirus hantanense
1907,HQ655992.1,S,partial,Orthohantavirus hantanense
1908,JN542542.1,L,partial,Orthohantavirus hantanense
1909,HQ834499.1,S,partial,Orthohantavirus hantanense
1910,HQ834500.1,S,partial,Orthohantavirus hantanense
1911,HQ834501.1,S,partial,Orthohantavirus hantanense
1912,HQ834502.1,S,partial,Orthohantavirus hantanense
1913,HQ834503.1,S,partial,Orthohantavirus hantanense
1914,HQ834504.1,S,partial,Orthohantavirus hantanense
1915,HQ834505.1,S,partial,Orthohantavirus hantanense
1916,HQ834506.1,S,partial,Orthohantavirus hantanense
1917,HQ834507.1,S,partial,Orthohantavirus hantanense
1918,HQ611981.1,S,partial,Orthohantavirus hantanense
1919,HM172504.1,M,partial,Orthohantavirus hantanense
1920,HM172505.1,M,partial,Orthohantavirus hantanense
1921,HM172506.1,M,partial,Orthohantavirus hantanense
1922,HM172507.1,M,partial,Orthohantavirus hantanense
1923,HM172508.1,M,partial,Orthohantavirus hantanense
1924,HM172509.1,M,partial,Orthohantavirus hantanense
1925,HM172510.1,M,partial,Orthohantavirus hantanense
1926,HM172511.1,M,partial,Orthohantavirus hantanense
1927,HM172512.1,M,partial,Orthohantavirus hantanense
1928,HM172513.1,M,partial,Orthohantavirus hantanense
1929,HM172514.1,M,partial,Orthohantavirus hantanense
1930,FJ844368.1,M,partial,Orthohantavirus hantanense
1931,FJ844369.1,M,partial,Orthohantavirus hantanense
1932,FJ844370.1,M,partial,Orthohantavirus hantanense
1933,FJ844371.1,M,partial,Orthohantavirus hantanense
1934,FJ844372.1,M,partial,Orthohantavirus hantanense
1935,FJ844373.1,M,partial,Orthohantavirus hantanense
1936,FJ844374.1,M,partial,Orthohantavirus hantanense
1937,FJ844375.1,M,partial,Orthohantavirus hantanense
1938,FJ844376.1,M,partial,Orthohantavirus hantanense
1939,FJ844377.1,M,partial,Orthohantavirus hantanense
1940,FJ844378.1,M,partial,Orthohantavirus hantanense
1941,FJ844379.1,M,partial,Orthohantavirus hantanense
1942,FJ844380.1,M,partial,Orthohantavirus hantanense
1943,FJ844381.1,M,partial,Orthohantavirus hantanense
1944,FJ844382.1,M,partial,Orthohantavirus hantanense
1945,FJ844383.1,M,partial,Orthohantavirus hantanense
1946,FJ844384.1,M,partial,Orthohantavirus hantanense
1947,FJ844385.1,M,partial,Orthohantavirus hantanense
1948,FJ844386.1,M,partial,Orthohantavirus hantanense
1949,FJ844387.1,M,partial,Orthohantavirus hantanense
1950,FJ844388.1,M,partial,Orthohantavirus hantanense
1951,FJ844389.1,M,partial,Orthohantavirus hantanense
1952,FJ844390.1,M,partial,Orthohantavirus hantanense
1953,FJ844391.1,M,partial,Orthohantavirus hantanense
1954,FJ844392.1,M,partial,Orthohantavirus hantanense
1955,FJ844393.1,M,partial,Orthohantavirus hantanense
1956,FJ844394.1,M,partial,Orthohantavirus hantanense
1957,FJ844395.1,M,partial,Orthohantavirus hantanense
1958,AB620028.1,S,partial,Orthohantavirus hantanense
1959,AB620029.1,M,partial,Orthohantavirus hantanense
1960,AB620030.1,L,partial,Orthohantavirus hantanense
1961,AB620031.1,S,partial,Orthohantavirus hantanense
1962,AB620032.1,M,partial,Orthohantavirus hantanense
1963,AB620033.1,L,partial,Orthohantavirus hantanense
1964,FJ841987.1,M,partial,Orthohantavirus hantanense
1965,FJ841988.1,M,partial,Orthohantavirus hantanense
1966,FJ841989.1,M,partial,Orthohantavirus hantanense
1967,FJ841990.1,M,partial,Orthohantavirus hantanense
1968,FJ841991.1,M,partial,Orthohantavirus hantanense
1969,FJ841992.1,M,partial,Orthohantavirus hantanense
1970,FJ841993.1,M,partial,Orthohantavirus hantanense
1971,FJ841994.1,M,partial,Orthohantavirus hantanense
1972,FJ841995.1,M,partial,Orthohantavirus hantanense
1973,FJ841996.1,M,partial,Orthohantavirus hantanense
1974,FJ841997.1,M,partial,Orthohantavirus hantanense
1975,FJ841998.1,M,partial,Orthohantavirus hantanense
1976,FJ841999.1,M,partial,Orthohantavirus hantanense
1977,FJ842000.1,M,partial,Orthohantavirus hantanense
1978,FJ842001.1,M,partial,Orthohantavirus hantanense
1979,FJ842002.1,M,partial,Orthohantavirus hantanense
1980,FJ842003.1,M,partial,Orthohantavirus hantanense
1981,FJ842004.1,M,partial,Orthohantavirus hantanense
1994,GU329991.1,S,partial,Orthohantavirus hantanense
1995,GU329992.1,M,partial,Orthohantavirus hantanense
1996,GU329993.1,L,partial,Orthohantavirus hantanense
1997,FJ479710.1,S,partial,Orthohantavirus hantanense
1998,FJ479711.1,S,partial,Orthohantavirus hantanense
1999,FJ479712.1,S,partial,Orthohantavirus hantanense
2000,FJ479713.1,S,partial,Orthohantavirus hantanense
2001,FJ479714.1,S,partial,Orthohantavirus hantanense
2002,FJ479715.1,S,partial,Orthohantavirus hantanense
2003,FJ479716.1,S,partial,Orthohantavirus hantanense
2004,FJ479717.1,S,partial,Orthohantavirus hantanense
2005,FJ479718.1,S,partial,Orthohantavirus hantanense
2006,FJ479719.1,S,partial,Orthohantavirus hantanense
2007,GQ120966.1,M,complete,Orthohantavirus hantanense
2028,FJ753396.1,S,partial,Orthohantavirus hantanense
2029,FJ753397.1,M,partial,Orthohantavirus hantanense
2030,FJ753398.1,S,partial,Orthohantavirus hantanense
2031,FJ753399.1,M,partial,Orthohantavirus hantanense
2032,EU557061.1,S,partial,Orthohantavirus hantanense
2033,FJ561275.1,M,partial,Orthohantavirus hantanense
2034,FJ561276.1,M,partial,Orthohantavirus hantanense
2035,FJ561277.1,M,partial,Orthohantavirus hantanense
2036,FJ561278.1,M,partial,Orthohantavirus hantanense
2037,FJ514543.1,S,partial,Orthohantavirus hantanense
2038,FJ514544.1,S,partial,Orthohantavirus hantanense
2039,FJ514545.1,S,partial,Orthohantavirus hantanense
2040,FJ514546.1,S,partial,Orthohantavirus hantanense
2045,EU837270.1,L,partial,Orthohantavirus hantanense
2046,EU837271.1,L,partial,Orthohantavirus hantanense
2047,EU837272.1,L,partial,Orthohantavirus hantanense
2048,EU837273.1,L,partial,Orthohantavirus hantanense
2049,EU837274.1,L,partial,Orthohantavirus hantanense
2050,EU837275.1,L,partial,Orthohantavirus hantanense
2051,EU092230.1,L,partial,Orthohantavirus hantanense
2052,EU363808.1,S,partial,Orthohantavirus hantanense
2053,EU363809.1,S,partial,Orthohantavirus hantanense
2054,EU363810.1,S,partial,Orthohantavirus hantanense
2055,EU363811.1,S,partial,Orthohantavirus hantanense
2056,EU363812.1,S,partial,Orthohantavirus hantanense
2057,EU363813.1,S,partial,Orthohantavirus hantanense
2058,EU363814.1,M,partial,Orthohantavirus hantanense
2059,EU363815.1,M,partial,Orthohantavirus hantanense
2060,EU363816.1,M,partial,Orthohantavirus hantanense
2061,EU363817.1,M,partial,Orthohantavirus hantanense
2062,EU363818.1,M,partial,Orthohantavirus hantanense
2063,EU363819.1,M,partial,Orthohantavirus hantanense
2064,EF990904.1,S,complete,Orthohantavirus hantanense
2065,EF990905.1,S,complete,Orthohantavirus hantanense
2066,EF990906.1,S,complete,Orthohantavirus hantanense
2067,EF990907.1,S,complete,Orthohantavirus hantanense
2068,EF990908.1,S,complete,Orthohantavirus hantanense
2069,EF990909.1,S,complete,Orthohantavirus hantanense
2070,EF990910.1,S,complete,Orthohantavirus hantanense
2071,EF990911.1,S,complete,Orthohantavirus hantanense
2072,EF990912.1,S,complete,Orthohantavirus hantanense
2073,EF990913.1,S,complete,Orthohantavirus hantanense
2074,EF990914.1,S,complete,Orthohantavirus hantanense
2075,EF990915.1,S,complete,Orthohantavirus hantanense
2076,EF990918.1,M,complete,Orthohantavirus hantanense
2077,EF990919.1,M,complete,Orthohantavirus hantanense
2078,EF990920.1,M,complete,Orthohantavirus hantanense
2079,EF990921.1,M,complete,Orthohantavirus hantanense
2080,EF990922.1,M,complete,Orthohantavirus hantanense
2081,EF990923.1,M,complete,Orthohantavirus hantanense
2082,EF990924.1,M,complete,Orthohantavirus hantanense
2083,EF990925.1,M,complete,Orthohantavirus hantanense
2084,EF990926.1,M,complete,Orthohantavirus hantanense
2085,EF990927.1,M,complete,Orthohantavirus hantanense
2086,EF990928.1,M,complete,Orthohantavirus hantanense
2087,EF990929.1,M,complete,Orthohantavirus hantanense
2088,EF990932.1,L,partial,Orthohantavirus hantanense
2089,EF990933.1,L,partial,Orthohantavirus hantanense
2090,EF990934.1,L,partial,Orthohantavirus hantanense
2091,EF990935.1,L,partial,Orthohantavirus hantanense
2092,EF990936.1,L,partial,Orthohantavirus hantanense
2093,EF990937.1,L,partial,Orthohantavirus hantanense
2094,EF990938.1,L,partial,Orthohantavirus hantanense
2095,EF990939.1,L,partial,Orthohantavirus hantanense
2096,EF990940.1,L,partial,Orthohantavirus hantanense
2097,EF990941.1,L,partial,Orthohantavirus hantanense
2098,EF990942.1,L,partial,Orthohantavirus hantanense
2099,EF990943.1,L,partial,Orthohantavirus hantanense
2100,EU092218.1,S,partial,Orthohantavirus hantanense
2101,EU092219.1,S,partial,Orthohantavirus hantanense
2102,EU092220.1,S,partial,Orthohantavirus hantanense
2103,EU092221.1,S,partial,Orthohantavirus hantanense
2104,EU092222.1,M,partial,Orthohantavirus hantanense
2105,EU092223.1,M,partial,Orthohantavirus hantanense
2106,EU092224.1,M,partial,Orthohantavirus hantanense
2107,EU092225.1,M,partial,Orthohantavirus hantanense
2108,EU092226.1,L,partial,Orthohantavirus hantanense
2109,EU092227.1,L,partial,Orthohantavirus hantanense
2110,EU092228.1,L,partial,Orthohantavirus hantanense
2111,EU092229.1,L,partial,Orthohantavirus hantanense
2116,EU328399.1,M,partial,Orthohantavirus hantanense
2117,EU328400.1,M,partial,Orthohantavirus hantanense
2118,EU074672.1,M,partial,Orthohantavirus hantanense
2119,EU074224.1,M,partial,Orthohantavirus hantanense
2120,EF683596.1,M,partial,Orthohantavirus hantanense
2121,EF595840.1,S,partial,Orthohantavirus hantanense
2122,EF208929.1,S,complete,Orthohantavirus hantanense
2123,EF208930.1,M,complete,Orthohantavirus hantanense
2124,EF208931.1,S,partial,Orthohantavirus hantanense
2125,EF208932.1,S,partial,Orthohantavirus hantanense
2126,EF208933.1,S,partial,Orthohantavirus hantanense
2127,EF208934.1,S,partial,Orthohantavirus hantanense
2128,EF208935.1,S,partial,Orthohantavirus hantanense
2129,EF208936.1,S,partial,Orthohantavirus hantanense
2130,EF208937.1,S,partial,Orthohantavirus hantanense
2131,EF208938.1,S,partial,Orthohantavirus hantanense
2132,EF208939.1,S,partial,Orthohantavirus hantanense
