Accession,GenBank_RefSeq,Assembly,SRA_Accession,BioSample,BioProject,Organism_Name,Species,Genus,Family,Genotype,Isolate,Segment,GenBank_Title,Length,Nuc_Completeness,Geo_Location,Country,USA,Host,Tissue_Specimen_Source,Submitters,Organization,Org_location,Publications,Collection_Date,Release_Date,Molecule_type
JX473003.1,GenBank,set:ea38ff0ce5a44b8e71dd37c158eb78be4aedd1d4,,,,Amur virus,Orthohantavirus hantanense,Orthohantavirus,Hantaviridae,,ApJLCB2011-99,M,"Amur virus isolate ApJLCB2011-99 segment M, complete sequence",3595,partial,China: Jilin Province,China,,Apodemus peninsulae,,"Yao,L.S., Zhao,H., Shao,L.J., Liu,Y.X., Zhang,X.L., Wang,J., Deng,Y.Q., Li,X.F., Hu,K.X., Qin,C.F., Xu,B.L., Yao,L., Shao,L., Liu,Y., Zhang,X., Qin,C., Hu,K., Xu,B.","Chinese Academy of Inspection and Qurantine, Health Institution",,1,2011-09-10,2012-12-03,ssRNA(-)
JX473004.1,GenBank,set:ea38ff0ce5a44b8e71dd37c158eb78be4aedd1d4,,,,Amur virus,Orthohantavirus hantanense,Orthohantavirus,Hantaviridae,,ApJLCB2011-99,S,"Amur virus isolate ApJLCB2011-99 segment S, complete sequence",1695,partial,China: Jilin Province,China,,Apodemus peninsulae,,"Yao,L.S., Zhao,H., Shao,L.J., Liu,Y.X., Zhang,X.L., Wang,J., Deng,Y.Q., Li,X.F., Hu,K.X., Qin,C.F., Xu,B.L., Yao,L., Shao,L., Liu,Y., Zhang,X., Qin,C., Hu,K., Xu,B.","Chinese Academy of Inspection and Qurantine, Health Institution",,1,2011-09-10,2012-12-03,ssRNA(-)
JQ665881.1,GenBank,set:c2c0e78d422020a3607ebcc147bbedf08dd0e092,,,,Orthohantavirus hantanense,Orthohantavirus hantanense,Orthohantavirus,Hantaviridae,,,M,"Hantaan virus strain HubeiHu02 glycoprotein gene, complete cds",3616,partial,China: Hubei province,China,,Homo sapiens,,"Kang,Y.J., Zhou,D.J., Tian,J.H., Yu,B., Guo,W.P., Wang,W., Li,M.H., Wu,T.P., Peng,J.S., Plyusnin,A., Zhang,Y.Z.","State Key Laboratory for Infectious Disease Prevention and Control, Department of Zoonoses",China,1,2002,2012-10-01,ssRNA(-)
JQ665882.1,GenBank,set:75e5634408a0c68efe4561f559607838c210f546,,,,Orthohantavirus hantanense,Orthohantavirus hantanense,Orthohantavirus,Hantaviridae,,,M,"Hantaan virus strain WuhanAaJ10 glycoprotein gene, complete cds",3617,partial,China: Hubei province,China,,Apodemus agrarius,,"Kang,Y.J., Zhou,D.J., Tian,J.H., Yu,B., Guo,W.P., Wang,W., Li,M.H., Wu,T.P., Peng,J.S., Plyusnin,A., Zhang,Y.Z.","State Key Laboratory for Infectious Disease Prevention and Control, Department of Zoonoses",China,1,2010-11,2012-10-01,ssRNA(-)
JQ665883.1,GenBank,set:69c4b6c85d7ac888610f5cc0301930a6958b5c5a,,,,Orthohantavirus hantanense,Orthohantavirus hantanense,Orthohantavirus,Hantaviridae,,,M,"Hantaan virus strain WuhanHu12 glycoprotein gene, partial cds",360,partial,China: Hubei province,China,,Homo sapiens,,"Kang,Y.J., Zhou,D.J., Tian,J.H., Yu,B., Guo,W.P., Wang,W., Li,M.H., Wu,T.P., Peng,J.S., Plyusnin,A., Zhang,Y.Z.","State Key Laboratory for Infectious Disease Prevention and Control, Department of Zoonoses",China,1,2011-06,2012-10-01,ssRNA(-)
JQ665884.1,GenBank,set:951dd10ae62c86d8d9e3fc0d5fdb7b03cf8b5207,,,,Orthohantavirus hantanense,Orthohantavirus hantanense,Orthohantavirus,Hantaviridae,,,M,"Hantaan virus strain WuhanHu16 glycoprotein gene, partial cds",360,partial,China: Hubei province,China,,Homo sapiens,,"Kang,Y.J., Zhou,D.J., Tian,J.H., Yu,B., Guo,W.P., Wang,W., Li,M.H., Wu,T.P., Peng,J.S., Plyusnin,A., Zhang,Y.Z.","State Key Laboratory for Infectious Disease Prevention and Control, Department of Zoonoses",China,1,2011-06,2012-10-01,ssRNA(-)
JQ665885.1,GenBank,set:1aec678441f31bb5aea43a1589fcb3a1cd20199a,,,,Orthohantavirus hantanense,Orthohantavirus hantanense,Orthohantavirus,Hantaviridae,,,M,"Hantaan virus strain WuhanHu29 glycoprotein gene, partial cds",360,partial,China: Hubei province,China,,Homo sapiens,,"Kang,Y.J., Zhou,D.J., Tian,J.H., Yu,B., Guo,W.P., Wang,W., Li,M.H., Wu,T.P., Peng,J.S., Plyusnin,A., Zhang,Y.Z.","State Key Laboratory for Infectious Disease Prevention and Control, Department of Zoonoses",China,1,2011-12,2012-10-01,ssRNA(-)
JQ665905.1,GenBank,set:c2c0e78d422020a3607ebcc147bbedf08dd0e092,,,,Orthohantavirus hantanense,Orthohantavirus hantanense,Orthohantavirus,Hantaviridae,,,S,"Hantaan virus strain HubeiHu02 nucleocapsid gene, complete cds",1700,partial,China: Hubei province,China,,Homo sapiens,,"Kang,Y.J., Zhou,D.J., Tian,J.H., Yu,B., Guo,W.P., Wang,W., Li,M.H., Wu,T.P., Peng,J.S., Plyusnin,A., Zhang,Y.Z.","State Key Laboratory for Infectious Disease Prevention and Control, Department of Zoonoses",China,1,2002,2012-10-01,ssRNA(-)
JQ665906.1,GenBank,set:75e5634408a0c68efe4561f559607838c210f546,,,,Orthohantavirus hantanense,Orthohantavirus hantanense,Orthohantavirus,Hantaviridae,,,S,"Hantaan virus strain WuhanAaJ10 nucleocapsid gene, complete cds",1701,partial,China: Hubei province,China,,Apodemus agrarius,,"Kang,Y.J., Zhou,D.J., Tian,J.H., Yu,B., Guo,W.P., Wang,W., Li,M.H., Wu,T.P., Peng,J.S., Plyusnin,A., Zhang,Y.Z.","State Key Laboratory for Infectious Disease Prevention and Control, Department of Zoonoses",China,1,2010-11,2012-10-01,ssRNA(-)
JQ665907.1,GenBank,set:69c4b6c85d7ac888610f5cc0301930a6958b5c5a,,,,Orthohantavirus hantanense,Orthohantavirus hantanense,Orthohantavirus,Hantaviridae,,,S,"Hantaan virus strain WuhanHu12 nucleocapsid gene, partial cds",537,partial,China: Hubei province,China,,Homo sapiens,,"Kang,Y.J., Zhou,D.J., Tian,J.H., Yu,B., Guo,W.P., Wang,W., Li,M.H., Wu,T.P., Peng,J.S., Plyusnin,A., Zhang,Y.Z.","State Key Laboratory for Infectious Disease Prevention and Control, Department of Zoonoses",China,1,2011-06,2012-10-01,ssRNA(-)
JQ665908.1,GenBank,set:951dd10ae62c86d8d9e3fc0d5fdb7b03cf8b5207,,,,Orthohantavirus hantanense,Orthohantavirus hantanense,Orthohantavirus,Hantaviridae,,,S,"Hantaan virus strain WuhanHu16 nucleocapsid gene, partial cds",537,partial,China: Hubei province,China,,Homo sapiens,,"Kang,Y.J., Zhou,D.J., Tian,J.H., Yu,B., Guo,W.P., Wang,W., Li,M.H., Wu,T.P., Peng,J.S., Plyusnin,A., Zhang,Y.Z.","State Key Laboratory for Infectious Disease Prevention and Control, Department of Zoonoses",China,1,2011-06,2012-10-01,ssRNA(-)
JQ665909.1,GenBank,set:1aec678441f31bb5aea43a1589fcb3a1cd20199a,,,,Orthohantavirus hantanense,Orthohantavirus hantanense,Orthohantavirus,Hantaviridae,,,S,"Hantaan virus strain WuhanHu29 nucleocapsid gene, partial cds",537,partial,China: Hubei province,China,,Homo sapiens,,"Kang,Y.J., Zhou,D.J., Tian,J.H., Yu,B., Guo,W.P., Wang,W., Li,M.H., Wu,T.P., Peng,J.S., Plyusnin,A., Zhang,Y.Z.","State Key Laboratory for Infectious Disease Prevention and Control, Department of Zoonoses",China,1,2011-12,2012-10-01,ssRNA(-)
JQ083393.1,GenBank,set:a2e8f1ab860a695d46125775e6969fad89f44c53,,,,Orthohantavirus hantanense,Orthohantavirus hantanense,Orthohantavirus,Hantaviridae,,,L,"Hantaan virus strain HV004 segment L, complete sequence",6533,complete,China: Hubei,China,,Apodemus agrarius,,"Li,J.L., Ling,J.X., Liu,D.Y., Liu,J., Liu,Y.Y., Wei,F., Luo,F., Chen,W., Zhang,Y.H., Xiong,H.R., Hou,W., Yang,Z.Q., Yang,Z., Li,J., Ling,J., Liu,Y., Liu,D., Zhang,Y., Xiong,H.","Institute of Medical Virology, Wuhan University, School of Medicine",China,1,,2012-07-01,ssRNA(-)
JQ083394.1,GenBank,set:a2e8f1ab860a695d46125775e6969fad89f44c53,,,,Orthohantavirus hantanense,Orthohantavirus hantanense,Orthohantavirus,Hantaviridae,,,M,"Hantaan virus strain HV004 segment M, complete sequence",3616,complete,China: Hubei,China,,Apodemus agrarius,,"Li,J.L., Ling,J.X., Liu,D.Y., Liu,J., Liu,Y.Y., Wei,F., Luo,F., Chen,W., Zhang,Y.H., Xiong,H.R., Hou,W., Yang,Z.Q., Yang,Z., Li,J., Ling,J., Liu,Y., Liu,D., Zhang,Y., Xiong,H.","Institute of Medical Virology, Wuhan University, School of Medicine",China,1,,2012-07-01,ssRNA(-)
JQ083395.1,GenBank,set:a2e8f1ab860a695d46125775e6969fad89f44c53,,,,Orthohantavirus hantanense,Orthohantavirus hantanense,Orthohantavirus,Hantaviridae,,,S,"Hantaan virus strain HV004 segment S, complete sequence",1698,complete,China: Hubei,China,,Apodemus agrarius,,"Li,J.L., Ling,J.X., Liu,D.Y., Liu,J., Liu,Y.Y., Wei,F., Luo,F., Chen,W., Zhang,Y.H., Xiong,H.R., Hou,W., Yang,Z.Q., Yang,Z., Li,J., Ling,J., Liu,Y., Liu,D., Zhang,Y., Xiong,H.","Institute of Medical Virology, Wuhan University, School of Medicine",China,1,,2012-07-01,ssRNA(-)
JQ083396.1,GenBank,set:3429c85740e5c26ddcfb8b22017cf725c1ea9bef,,,,Orthohantavirus hantanense,Orthohantavirus hantanense,Orthohantavirus,Hantaviridae,,,S,"Hantaan virus strain HV003 nucleocapsid protein gene, partial cds",242,partial,China: Hubei,China,,Apodemus agrarius,,"Li,J.L., Ling,J.X., Liu,D.Y., Liu,J., Liu,Y.Y., Wei,F., Luo,F., Chen,W., Zhang,Y.H., Xiong,H.R., Hou,W., Yang,Z.Q., Yang,Z., Li,J., Ling,J., Liu,Y., Liu,D., Zhang,Y., Xiong,H.","Institute of Medical Virology, Wuhan University, School of Medicine",China,1,,2012-07-01,ssRNA(-)
JQ083397.1,GenBank,set:acb5f95113b1f332e84a3b36fae6a2d35ac89e52,,,,Orthohantavirus hantanense,Orthohantavirus hantanense,Orthohantavirus,Hantaviridae,,,S,"Hantaan virus strain HV005 nucleocapsid protein gene, partial cds",242,partial,China: Hubei,China,,Apodemus agrarius,,"Li,J.L., Ling,J.X., Liu,D.Y., Liu,J., Liu,Y.Y., Wei,F., Luo,F., Chen,W., Zhang,Y.H., Xiong,H.R., Hou,W., Yang,Z.Q., Yang,Z., Li,J., Ling,J., Liu,Y., Liu,D., Zhang,Y., Xiong,H.","Institute of Medical Virology, Wuhan University, School of Medicine",China,1,,2012-07-01,ssRNA(-)
JQ083402.1,GenBank,set:66426875b60cd86c738e5ac51efa69c69de8a117,,,,Orthohantavirus hantanense,Orthohantavirus hantanense,Orthohantavirus,Hantaviridae,,,S,"Hantaan virus strain s200903 nucleocapsid protein gene, partial cds",242,partial,China: Hubei,China,,Homo sapiens,blood,"Li,J.L., Ling,J.X., Liu,D.Y., Liu,J., Liu,Y.Y., Wei,F., Luo,F., Chen,W., Zhang,Y.H., Xiong,H.R., Hou,W., Yang,Z.Q., Yang,Z., Li,J., Ling,J., Liu,Y., Liu,D., Zhang,Y., Xiong,H.","Institute of Medical Virology, Wuhan University, School of Medicine",China,1,,2012-07-01,ssRNA(-)
JQ083403.1,GenBank,set:1d6d05619ed8e60973daa00123b8e98923b2e498,,,,Orthohantavirus hantanense,Orthohantavirus hantanense,Orthohantavirus,Hantaviridae,,,S,"Hantaan virus strain s201012 nucleocapsid protein gene, partial cds",242,partial,China: Hubei,China,,Homo sapiens,blood,"Li,J.L., Ling,J.X., Liu,D.Y., Liu,J., Liu,Y.Y., Wei,F., Luo,F., Chen,W., Zhang,Y.H., Xiong,H.R., Hou,W., Yang,Z.Q., Yang,Z., Li,J., Ling,J., Liu,Y., Liu,D., Zhang,Y., Xiong,H.","Institute of Medical Virology, Wuhan University, School of Medicine",China,1,,2012-07-01,ssRNA(-)
JQ061291.1,GenBank,set:4c898d6431350db0fa48e8a29730b2b2e62d5b7c,,,,Amur virus,Orthohantavirus hantanense,Orthohantavirus,Hantaviridae,,,,"Amur virus strain NA33 nucleocapsid protein (S) gene, complete cds",1693,partial,China: Heilongjiang Province,China,,Apodemus peninsulae,,"Chen,L.F., Chen,S.H.","Heilongjiang Provincial Center for Disease Prevention and Control, Institute for Prevention and Control of Viral Disease",,,2007-10-08,2012-03-19,ssRNA(-)
JN712306.1,GenBank,set:3c90d20b2ba3700fbf9bcee814e7e861343fa30c,,,,Orthohantavirus hantanense,Orthohantavirus hantanense,Orthohantavirus,Hantaviridae,HTN,,S,"Hantaan virus strain Hunan03 nucleoprotein gene, complete cds",1290,partial,China,China,,Apodemus agrarius,lung,"Li,J.H., Gao,L.D., Zhang,H., Liu,Y.Z., Cai,L., Hu,S.X., Liu,F.Q., Zeng,G., Liu,J.H.","Hunan Center for Disease Control and Prevention, Key Laboratory of Microbial Molecular Biology of Hunan Province, Pathogenic Microorganism",China,,2009-08-25,2012-02-14,ssRNA(-)
HQ655952.1,GenBank,set:cc053ff809eef8cc83efd69e6f3b63020a47e0fd,,,,Orthohantavirus hantanense,Orthohantavirus hantanense,Orthohantavirus,Hantaviridae,,,M,"Hantaan virus strain HV004 glycoprotein gene, partial cds",436,partial,China,China,,Apodemus agrarius,lung,"Liu,J., Liu,D.Y., Chen,W., Li,J.L., Luo,F., Li,Q., Ling,J.X., Liu,Y.Y., Xiong,H.R., Ding,X.H., Hou,W., Zhang,Y., Li,S.Y., Wang,J., Yang,Z.Q., Liu,D.-Y., Li,J.-L., Yang,Z.-Q.","State Key Laboratory of Virology, Institute of Virology, School of Basic Medical Science, Wuhan University, Department of Microbiology",China,1,2009,2012-02-03,ssRNA(-)
HQ655953.1,GenBank,set:a813d83ca3ffef451009b5eac25ff29130db384e,,,,Orthohantavirus hantanense,Orthohantavirus hantanense,Orthohantavirus,Hantaviridae,,,M,"Hantaan virus strain MD5 glycoprotein gene, partial cds",436,partial,China,China,,Apodemus agrarius,lung,"Liu,J., Liu,D.Y., Chen,W., Li,J.L., Luo,F., Li,Q., Ling,J.X., Liu,Y.Y., Xiong,H.R., Ding,X.H., Hou,W., Zhang,Y., Li,S.Y., Wang,J., Yang,Z.Q., Liu,D.-Y., Li,J.-L., Yang,Z.-Q.","State Key Laboratory of Virology, Institute of Virology, School of Basic Medical Science, Wuhan University, Department of Microbiology",China,1,2003,2012-02-03,ssRNA(-)
HQ655954.1,GenBank,set:16d3aba113ed232e6aadc67ed39becc06d134544,,,,Orthohantavirus hantanense,Orthohantavirus hantanense,Orthohantavirus,Hantaviridae,,,M,"Hantaan virus strain MX105 glycoprotein gene, partial cds",436,partial,China,China,,Apodemus agrarius,lung,"Liu,J., Liu,D.Y., Chen,W., Li,J.L., Luo,F., Li,Q., Ling,J.X., Liu,Y.Y., Xiong,H.R., Ding,X.H., Hou,W., Zhang,Y., Li,S.Y., Wang,J., Yang,Z.Q., Liu,D.-Y., Li,J.-L., Yang,Z.-Q.","State Key Laboratory of Virology, Institute of Virology, School of Basic Medical Science, Wuhan University, Department of Microbiology",China,1,2000,2012-02-03,ssRNA(-)
HQ655955.1,GenBank,set:a6a49c725d82631fa56ca91c553087e1c7ff03d1,,,,Orthohantavirus hantanense,Orthohantavirus hantanense,Orthohantavirus,Hantaviridae,,,M,"Hantaan virus strain MX53 glycoprotein gene, partial cds",436,partial,China,China,,Apodemus agrarius,lung,"Liu,J., Liu,D.Y., Chen,W., Li,J.L., Luo,F., Li,Q., Ling,J.X., Liu,Y.Y., Xiong,H.R., Ding,X.H., Hou,W., Zhang,Y., Li,S.Y., Wang,J., Yang,Z.Q., Liu,D.-Y., Li,J.-L., Yang,Z.-Q.","State Key Laboratory of Virology, Institute of Virology, School of Basic Medical Science, Wuhan University, Department of Microbiology",China,1,2000,2012-02-03,ssRNA(-)
HQ655956.1,GenBank,set:ed8723d9aa3ea248511a103e51395ba2cbbfaf13,,,,Orthohantavirus hantanense,Orthohantavirus hantanense,Orthohantavirus,Hantaviridae,,,M,"Hantaan virus strain MX87 glycoprotein gene, partial cds",436,partial,China,China,,Apodemus agrarius,lung,"Liu,J., Liu,D.Y., Chen,W., Li,J.L., Luo,F., Li,Q., Ling,J.X., Liu,Y.Y., Xiong,H.R., Ding,X.H., Hou,W., Zhang,Y., Li,S.Y., Wang,J., Yang,Z.Q., Liu,D.-Y., Li,J.-L., Yang,Z.-Q.","State Key Laboratory of Virology, Institute of Virology, School of Basic Medical Science, Wuhan University, Department of Microbiology",China,1,2000,2012-02-03,ssRNA(-)
HQ655957.1,GenBank,set:fa0c6e0ec01a6521b9908fb06c09b32f3357ab4f,,,,Orthohantavirus hantanense,Orthohantavirus hantanense,Orthohantavirus,Hantaviridae,,,M,"Hantaan virus strain MX94 glycoprotein gene, partial cds",436,partial,China,China,,Apodemus agrarius,lung,"Liu,J., Liu,D.Y., Chen,W., Li,J.L., Luo,F., Li,Q., Ling,J.X., Liu,Y.Y., Xiong,H.R., Ding,X.H., Hou,W., Zhang,Y., Li,S.Y., Wang,J., Yang,Z.Q., Liu,D.-Y., Li,J.-L., Yang,Z.-Q.","State Key Laboratory of Virology, Institute of Virology, School of Basic Medical Science, Wuhan University, Department of Microbiology",China,1,2000,2012-02-03,ssRNA(-)
HQ655987.1,GenBank,set:cc053ff809eef8cc83efd69e6f3b63020a47e0fd,,,,Orthohantavirus hantanense,Orthohantavirus hantanense,Orthohantavirus,Hantaviridae,,,S,"Hantaan virus strain HV004 nucleocapsid protein gene, partial cds",527,partial,China,China,,Apodemus agrarius,lung,"Liu,J., Liu,D.Y., Chen,W., Li,J.L., Luo,F., Li,Q., Ling,J.X., Liu,Y.Y., Xiong,H.R., Ding,X.H., Hou,W., Zhang,Y., Li,S.Y., Wang,J., Yang,Z.Q., Liu,D.-Y., Li,J.-L., Yang,Z.-Q.","State Key Laboratory of Virology, Institute of Virology, School of Basic Medical Science, Wuhan University, Department of Microbiology",China,1,2009,2012-02-03,ssRNA(-)
HQ655988.1,GenBank,set:a813d83ca3ffef451009b5eac25ff29130db384e,,,,Orthohantavirus hantanense,Orthohantavirus hantanense,Orthohantavirus,Hantaviridae,,,S,"Hantaan virus strain MD5 nucleocapsid protein gene, partial cds",527,partial,China,China,,Apodemus agrarius,lung,"Liu,J., Liu,D.Y., Chen,W., Li,J.L., Luo,F., Li,Q., Ling,J.X., Liu,Y.Y., Xiong,H.R., Ding,X.H., Hou,W., Zhang,Y., Li,S.Y., Wang,J., Yang,Z.Q., Liu,D.-Y., Li,J.-L., Yang,Z.-Q.","State Key Laboratory of Virology, Institute of Virology, School of Basic Medical Science, Wuhan University, Department of Microbiology",China,1,2003,2012-02-03,ssRNA(-)
HQ655989.1,GenBank,set:16d3aba113ed232e6aadc67ed39becc06d134544,,,,Orthohantavirus hantanense,Orthohantavirus hantanense,Orthohantavirus,Hantaviridae,,,S,"Hantaan virus strain MX105 nucleocapsid protein gene, partial cds",527,partial,China,China,,Apodemus agrarius,lung,"Liu,J., Liu,D.Y., Chen,W., Li,J.L., Luo,F., Li,Q., Ling,J.X., Liu,Y.Y., Xiong,H.R., Ding,X.H., Hou,W., Zhang,Y., Li,S.Y., Wang,J., Yang,Z.Q., Liu,D.-Y., Li,J.-L., Yang,Z.-Q.","State Key Laboratory of Virology, Institute of Virology, School of Basic Medical Science, Wuhan University, Department of Microbiology",China,1,2000,2012-02-03,ssRNA(-)
HQ655990.1,GenBank,set:a6a49c725d82631fa56ca91c553087e1c7ff03d1,,,,Orthohantavirus hantanense,Orthohantavirus hantanense,Orthohantavirus,Hantaviridae,,,S,"Hantaan virus strain MX53 nucleocapsid protein gene, partial cds",527,partial,China,China,,Apodemus agrarius,lung,"Liu,J., Liu,D.Y., Chen,W., Li,J.L., Luo,F., Li,Q., Ling,J.X., Liu,Y.Y., Xiong,H.R., Ding,X.H., Hou,W., Zhang,Y., Li,S.Y., Wang,J., Yang,Z.Q., Liu,D.-Y., Li,J.-L., Yang,Z.-Q.","State Key Laboratory of Virology, Institute of Virology, School of Basic Medical Science, Wuhan University, Department of Microbiology",China,1,2000,2012-02-03,ssRNA(-)
HQ655991.1,GenBank,set:ed8723d9aa3ea248511a103e51395ba2cbbfaf13,,,,Orthohantavirus hantanense,Orthohantavirus hantanense,Orthohantavirus,Hantaviridae,,,S,"Hantaan virus strain MX87 nucleocapsid protein gene, partial cds",527,partial,China,China,,Apodemus agrarius,lung,"Liu,J., Liu,D.Y., Chen,W., Li,J.L., Luo,F., Li,Q., Ling,J.X., Liu,Y.Y., Xiong,H.R., Ding,X.H., Hou,W., Zhang,Y., Li,S.Y., Wang,J., Yang,Z.Q., Liu,D.-Y., Li,J.-L., Yang,Z.-Q.","State Key Laboratory of Virology, Institute of Virology, School of Basic Medical Science, Wuhan University, Department of Microbiology",China,1,2000,2012-02-03,ssRNA(-)
HQ655992.1,GenBank,set:fa0c6e0ec01a6521b9908fb06c09b32f3357ab4f,,,,Orthohantavirus hantanense,Orthohantavirus hantanense,Orthohantavirus,Hantaviridae,,,S,"Hantaan virus strain MX94 nucleocapsid protein gene, partial cds",527,partial,China,China,,Apodemus agrarius,lung,"Liu,J., Liu,D.Y., Chen,W., Li,J.L., Luo,F., Li,Q., Ling,J.X., Liu,Y.Y., Xiong,H.R., Ding,X.H., Hou,W., Zhang,Y., Li,S.Y., Wang,J., Yang,Z.Q., Liu,D.-Y., Li,J.-L., Yang,Z.-Q.","State Key Laboratory of Virology, Institute of Virology, School of Basic Medical Science, Wuhan University, Department of Microbiology",China,1,2000,2012-02-03,ssRNA(-)
JN542542.1,GenBank,set:9449e7154fa7c07a8c3d3dcfc7d54071aa308baf,,,,Hantaan virus XAAa10091712,Orthohantavirus hantanense,Orthohantavirus,Hantaviridae,H9,,,"Hantaan virus XAAa10091712 nucleoprotein, glycoprotein, and putative RNA-dependent RNA polymerase genes, complete cds",11845,partial,China,China,,Apodemus agrarius,,"Ma,C., Yu,P., Nawaz,M., Zuo,S., Jin,T., Li,Y., Li,J., Li,H., Xu,J., Wu,R., Zheng,H.","Xi'an Center for Disease Control and Prevention, Viral Disease Laboratory",China,1,2010-09-17,2011-12-24,ssRNA(-)
HQ834499.1,GenBank,set:2f90ebe00e4183ddb217365dda4d783e2f7d05ba,,,,Hantaan virus CA09082007,Orthohantavirus hantanense,Orthohantavirus,Hantaviridae,,,S,"Hantaan virus CA09082007 nucleocapsid protein gene, complete cds",1696,partial,China,China,,Apodemus agrarius,,"Ma,C., Yu,P., Nawaz,M., Zuo,S., Jin,T., Li,Y., Li,J., Li,H., Xu,J., Ma,C.F., Li,H.X., Zuo,S.Q., Zheng,H.C., Cai,Z.G., Wu,R.","Xi'an Center for Disease Control and Prevention, Viral Disease Laboratory",China,1,2009-08-20,2011-07-18,ssRNA(-)
HQ834500.1,GenBank,set:ffc5d936c6d30960b205e1ec904a0b41edb5433f,,,,Hantaan virus CA10081109,Orthohantavirus hantanense,Orthohantavirus,Hantaviridae,,,S,"Hantaan virus CA10081109 nucleocapsid protein gene, complete cds",1696,partial,China,China,,Apodemus agrarius,,"Ma,C., Yu,P., Nawaz,M., Zuo,S., Jin,T., Li,Y., Li,J., Li,H., Xu,J., Ma,C.F., Li,H.X., Zuo,S.Q., Zheng,H.C., Cai,Z.G., Wu,R.","Xi'an Center for Disease Control and Prevention, Viral Disease Laboratory",China,1,2010-08-11,2011-07-18,ssRNA(-)
HQ834501.1,GenBank,set:8b220e45801bb689238a82fb99cea07dc0bf7c5c,,,,Hantaan virus CA10081113,Orthohantavirus hantanense,Orthohantavirus,Hantaviridae,,,S,"Hantaan virus CA10081113 nucleocapsid protein gene, complete cds",1696,partial,China,China,,Apodemus agrarius,,"Ma,C., Yu,P., Nawaz,M., Zuo,S., Jin,T., Li,Y., Li,J., Li,H., Xu,J., Ma,C.F., Li,H.X., Zuo,S.Q., Zheng,H.C., Cai,Z.G., Wu,R.","Xi'an Center for Disease Control and Prevention, Viral Disease Laboratory",China,1,2010-08-11,2011-07-18,ssRNA(-)
HQ834502.1,GenBank,set:7b1fce0254fd1ed1b9603fc7858ecb17415a169f,,,,Hantaan virus CA10081203,Orthohantavirus hantanense,Orthohantavirus,Hantaviridae,,,S,"Hantaan virus CA10081203 nucleocapsid protein gene, complete cds",1696,partial,China,China,,Apodemus agrarius,,"Ma,C., Yu,P., Nawaz,M., Zuo,S., Jin,T., Li,Y., Li,J., Li,H., Xu,J., Ma,C.F., Li,H.X., Zuo,S.Q., Zheng,H.C., Cai,Z.G., Wu,R.","Xi'an Center for Disease Control and Prevention, Viral Disease Laboratory",China,1,2010-08-12,2011-07-18,ssRNA(-)
HQ834503.1,GenBank,set:b7d35bdb4e4dcc7477fb97ccfff7da364f8c7bd7,,,,Hantaan virus CA10081206,Orthohantavirus hantanense,Orthohantavirus,Hantaviridae,,,S,"Hantaan virus CA10081206 nucleocapsid protein gene, complete cds",1696,partial,China,China,,Apodemus agrarius,,"Ma,C., Yu,P., Nawaz,M., Zuo,S., Jin,T., Li,Y., Li,J., Li,H., Xu,J., Ma,C.F., Li,H.X., Zuo,S.Q., Zheng,H.C., Cai,Z.G., Wu,R.","Xi'an Center for Disease Control and Prevention, Viral Disease Laboratory",China,1,2010-08-12,2011-07-18,ssRNA(-)
HQ834504.1,GenBank,set:359dbf140d3bdf1e048c5867f15076353e692b85,,,,Hantaan virus CA10081708,Orthohantavirus hantanense,Orthohantavirus,Hantaviridae,,,S,"Hantaan virus CA10081708 nucleocapsid protein gene, complete cds",1696,partial,China,China,,Apodemus agrarius,,"Ma,C., Yu,P., Nawaz,M., Zuo,S., Jin,T., Li,Y., Li,J., Li,H., Xu,J., Ma,C.F., Li,H.X., Zuo,S.Q., Zheng,H.C., Cai,Z.G., Wu,R.","Xi'an Center for Disease Control and Prevention, Viral Disease Laboratory",China,1,2010-08-17,2011-07-18,ssRNA(-)
HQ834505.1,GenBank,set:c920b5f1f0c61944928121cb1a52cecc6fc371f2,,,,Hantaan virus CA10081905,Orthohantavirus hantanense,Orthohantavirus,Hantaviridae,,,S,"Hantaan virus CA10081905 nucleocapsid protein gene, complete cds",1696,partial,China,China,,Apodemus agrarius,,"Ma,C., Yu,P., Nawaz,M., Zuo,S., Jin,T., Li,Y., Li,J., Li,H., Xu,J., Ma,C.F., Li,H.X., Zuo,S.Q., Zheng,H.C., Cai,Z.G., Wu,R.","Xi'an Center for Disease Control and Prevention, Viral Disease Laboratory",China,1,2010-08-19,2011-07-18,ssRNA(-)
HQ834506.1,GenBank,set:c459fd34b154a0e09aec84b768fe7e47df569b29,,,,Hantaan virus H10150,Orthohantavirus hantanense,Orthohantavirus,Hantaviridae,,,S,"Hantaan virus H10150 nucleocapsid protein gene, complete cds",1696,partial,China,China,,Apodemus agrarius,,"Ma,C., Yu,P., Nawaz,M., Zuo,S., Jin,T., Li,Y., Li,J., Li,H., Xu,J., Ma,C.F., Li,H.X., Zuo,S.Q., Zheng,H.C., Cai,Z.G., Wu,R.","Xi'an Center for Disease Control and Prevention, Viral Disease Laboratory",China,1,2010-09-13,2011-07-18,ssRNA(-)
