Accession,GenBank_RefSeq,Assembly,SRA_Accession,BioSample,BioProject,Organism_Name,Species,Genus,Family,Genotype,Isolate,Segment,GenBank_Title,Length,Nuc_Completeness,Geo_Location,Country,USA,Host,Tissue_Specimen_Source,Submitters,Organization,Org_location,Publications,Collection_Date,Release_Date,Molecule_type
JQ319202.1,GenBank,set:684e5357196b73a6405019cb881bbb6b48bff8b8,,,,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Orthohantavirus,Hantaviridae,,,S,"Puumala virus strain PUUV/Konnevesi_SB16/2008 nucleocapsid protein (N) gene, partial cds",455,partial,Finland,Finland,,Myodes glareolus,lung,"Razzauti,M., Plyusnina,A., Henttonen,H., Plyusnin,A.","Haartman Institute, University of Helsinki, Department of Virology, Infection Biology Research Program",Finland,1,2008,2012-12-25,ssRNA(-)
JQ319203.1,GenBank,set:de5e53892cd16f8e33c2dfec1294153e8dbf363b,,,,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Orthohantavirus,Hantaviridae,,,S,"Puumala virus strain PUUV/Konnevesi_SB17/2007 nucleocapsid protein (N) gene, partial cds",455,partial,Finland,Finland,,Myodes glareolus,lung,"Razzauti,M., Plyusnina,A., Henttonen,H., Plyusnin,A.","Haartman Institute, University of Helsinki, Department of Virology, Infection Biology Research Program",Finland,1,2007,2012-12-25,ssRNA(-)
JQ319204.1,GenBank,set:7d4be079ddc78c78a129718edbe667259eac00e9,,,,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Orthohantavirus,Hantaviridae,,,S,"Puumala virus strain PUUV/Konnevesi_SB18/2005-8 nucleocapsid protein (N) gene, partial cds",455,partial,Finland,Finland,,Myodes glareolus,lung,"Razzauti,M., Plyusnina,A., Henttonen,H., Plyusnin,A.","Haartman Institute, University of Helsinki, Department of Virology, Infection Biology Research Program",Finland,1,,2012-12-25,ssRNA(-)
JQ319205.1,GenBank,set:5addc48b2a4949bcfb7ffea160b7fb9291b12a9e,,,,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Orthohantavirus,Hantaviridae,,,S,"Puumala virus strain PUUV/Konnevesi_SB19/2005-8 nucleocapsid protein (N) gene, partial cds",455,partial,Finland,Finland,,Myodes glareolus,lung,"Razzauti,M., Plyusnina,A., Henttonen,H., Plyusnin,A.","Haartman Institute, University of Helsinki, Department of Virology, Infection Biology Research Program",Finland,1,,2012-12-25,ssRNA(-)
JQ319206.1,GenBank,set:6628f0cab90817937f9038c2682ed76a951ecca0,,,,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Orthohantavirus,Hantaviridae,,,S,"Puumala virus strain PUUV/Konnevesi_SB20/2008-9 nucleocapsid protein (N) gene, partial cds",455,partial,Finland,Finland,,Myodes glareolus,lung,"Razzauti,M., Plyusnina,A., Henttonen,H., Plyusnin,A.","Haartman Institute, University of Helsinki, Department of Virology, Infection Biology Research Program",Finland,1,,2012-12-25,ssRNA(-)
JQ319207.1,GenBank,set:2767c290887b69e78dc84b57dd2545eba05d5d0e,,,,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Orthohantavirus,Hantaviridae,,,S,"Puumala virus strain PUUV/Konnevesi_SB21/2007-8 nucleocapsid protein (N) gene, partial cds",455,partial,Finland,Finland,,Myodes glareolus,lung,"Razzauti,M., Plyusnina,A., Henttonen,H., Plyusnin,A.","Haartman Institute, University of Helsinki, Department of Virology, Infection Biology Research Program",Finland,1,,2012-12-25,ssRNA(-)
JQ319208.1,GenBank,set:47b87fc474aebc1c55c1e075eb6e61c96843f542,,,,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Orthohantavirus,Hantaviridae,,,S,"Puumala virus strain PUUV/Konnevesi_SB22/2005-9 nucleocapsid protein (N) gene, partial cds",455,partial,Finland,Finland,,Myodes glareolus,lung,"Razzauti,M., Plyusnina,A., Henttonen,H., Plyusnin,A.","Haartman Institute, University of Helsinki, Department of Virology, Infection Biology Research Program",Finland,1,,2012-12-25,ssRNA(-)
JQ319209.1,GenBank,set:e887a4cf7cc0382bf81405748ed3e14f3a27865f,,,,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Orthohantavirus,Hantaviridae,,,S,"Puumala virus strain PUUV/Konnevesi_SB23/2008 nucleocapsid protein (N) gene, partial cds",455,partial,Finland,Finland,,Myodes glareolus,lung,"Razzauti,M., Plyusnina,A., Henttonen,H., Plyusnin,A.","Haartman Institute, University of Helsinki, Department of Virology, Infection Biology Research Program",Finland,1,2008,2012-12-25,ssRNA(-)
JQ319210.1,GenBank,set:1b4fb769b0d2375523ec4290e2af57dfc9704a2d,,,,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Orthohantavirus,Hantaviridae,,,S,"Puumala virus strain PUUV/Konnevesi_SB24/2008 nucleocapsid protein (N) gene, partial cds",455,partial,Finland,Finland,,Myodes glareolus,lung,"Razzauti,M., Plyusnina,A., Henttonen,H., Plyusnin,A.","Haartman Institute, University of Helsinki, Department of Virology, Infection Biology Research Program",Finland,1,2008,2012-12-25,ssRNA(-)
JQ319211.1,GenBank,set:4d66446042382001fb754f5bbd7db15980273726,,,,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Orthohantavirus,Hantaviridae,,,S,"Puumala virus strain PUUV/Konnevesi_SB25/2008 nucleocapsid protein (N) gene, partial cds",455,partial,Finland,Finland,,Myodes glareolus,lung,"Razzauti,M., Plyusnina,A., Henttonen,H., Plyusnin,A.","Haartman Institute, University of Helsinki, Department of Virology, Infection Biology Research Program",Finland,1,2008,2012-12-25,ssRNA(-)
JQ319212.1,GenBank,set:e7a17a0ac0ae821240103e6dedf0c2646cde8278,,,,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Orthohantavirus,Hantaviridae,,,S,"Puumala virus strain PUUV/Konnevesi_SB26/2008 nucleocapsid protein (N) gene, partial cds",455,partial,Finland,Finland,,Myodes glareolus,lung,"Razzauti,M., Plyusnina,A., Henttonen,H., Plyusnin,A.","Haartman Institute, University of Helsinki, Department of Virology, Infection Biology Research Program",Finland,1,2008,2012-12-25,ssRNA(-)
JQ319213.1,GenBank,set:ea757644745475438576df31b883043b96fe73fd,,,,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Orthohantavirus,Hantaviridae,,,S,"Puumala virus strain PUUV/Konnevesi_SB27/2009 nucleocapsid protein (N) gene, partial cds",455,partial,Finland,Finland,,Myodes glareolus,lung,"Razzauti,M., Plyusnina,A., Henttonen,H., Plyusnin,A.","Haartman Institute, University of Helsinki, Department of Virology, Infection Biology Research Program",Finland,1,2009,2012-12-25,ssRNA(-)
JQ319214.1,GenBank,set:01e4e6ab7d6b22105f7e7ce02185843ef2c93000,,,,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Orthohantavirus,Hantaviridae,,,S,"Puumala virus strain PUUV/Konnevesi_SB28/2005-9 nucleocapsid protein (N) gene, partial cds",455,partial,Finland,Finland,,Myodes glareolus,lung,"Razzauti,M., Plyusnina,A., Henttonen,H., Plyusnin,A.","Haartman Institute, University of Helsinki, Department of Virology, Infection Biology Research Program",Finland,1,,2012-12-25,ssRNA(-)
JQ319215.1,GenBank,set:a0830906925f07613bb939da44479a549f5db662,,,,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Orthohantavirus,Hantaviridae,,,S,"Puumala virus strain PUUV/Konnevesi_SB29/2008 nucleocapsid protein (N) gene, partial cds",455,partial,Finland,Finland,,Myodes glareolus,lung,"Razzauti,M., Plyusnina,A., Henttonen,H., Plyusnin,A.","Haartman Institute, University of Helsinki, Department of Virology, Infection Biology Research Program",Finland,1,2008,2012-12-25,ssRNA(-)
JQ319216.1,GenBank,set:2586cca978bdc8e959d604d03747374a9cf9f746,,,,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Orthohantavirus,Hantaviridae,,,S,"Puumala virus strain PUUV/Konnevesi_SB30/2008 nucleocapsid protein (N) gene, partial cds",455,partial,Finland,Finland,,Myodes glareolus,lung,"Razzauti,M., Plyusnina,A., Henttonen,H., Plyusnin,A.","Haartman Institute, University of Helsinki, Department of Virology, Infection Biology Research Program",Finland,1,2008,2012-12-25,ssRNA(-)
JQ319217.1,GenBank,set:b9307c0dfadfede6ea6af70c092bd054bea13647,,,,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Orthohantavirus,Hantaviridae,,,S,"Puumala virus strain PUUV/Konnevesi_SB31/2008 nucleocapsid protein (N) gene, partial cds",455,partial,Finland,Finland,,Myodes glareolus,lung,"Razzauti,M., Plyusnina,A., Henttonen,H., Plyusnin,A.","Haartman Institute, University of Helsinki, Department of Virology, Infection Biology Research Program",Finland,1,2008,2012-12-25,ssRNA(-)
JQ319218.1,GenBank,set:d3fb7bf418d7d0faef21b900d103654769b11cfe,,,,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Orthohantavirus,Hantaviridae,,,S,"Puumala virus strain PUUV/Konnevesi_SB32/2005 nucleocapsid protein (N) gene, partial cds",455,partial,Finland,Finland,,Myodes glareolus,lung,"Razzauti,M., Plyusnina,A., Henttonen,H., Plyusnin,A.","Haartman Institute, University of Helsinki, Department of Virology, Infection Biology Research Program",Finland,1,2005,2012-12-25,ssRNA(-)
JQ319219.1,GenBank,set:805e04bf1678f09ef589de8d6e0395b6dc447d6a,,,,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Orthohantavirus,Hantaviridae,,,S,"Puumala virus strain PUUV/Konnevesi_SB33/2008 nucleocapsid protein (N) gene, partial cds",455,partial,Finland,Finland,,Myodes glareolus,lung,"Razzauti,M., Plyusnina,A., Henttonen,H., Plyusnin,A.","Haartman Institute, University of Helsinki, Department of Virology, Infection Biology Research Program",Finland,1,2008,2012-12-25,ssRNA(-)
JQ319220.1,GenBank,set:c1dce2426320feead79abc5e76cadaba9030e6a3,,,,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Orthohantavirus,Hantaviridae,,,S,"Puumala virus strain PUUV/Konnevesi_SB34/2008 nucleocapsid protein (N) gene, partial cds",455,partial,Finland,Finland,,Myodes glareolus,lung,"Razzauti,M., Plyusnina,A., Henttonen,H., Plyusnin,A.","Haartman Institute, University of Helsinki, Department of Virology, Infection Biology Research Program",Finland,1,2008,2012-12-25,ssRNA(-)
JQ319221.1,GenBank,set:f527f1d34f40868169db81fee1675a4529ced33c,,,,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Orthohantavirus,Hantaviridae,,,M,"Puumala virus strain PUUV/Konnevesi_MA1/2005-9 glycoprotein Gc gene, partial cds",452,partial,Finland,Finland,,Myodes glareolus,lung,"Razzauti,M., Plyusnina,A., Henttonen,H., Plyusnin,A.","Haartman Institute, University of Helsinki, Department of Virology, Infection Biology Research Program",Finland,1,,2012-12-25,ssRNA(-)
JQ319222.1,GenBank,set:b3514f40afe5a5c0c67876011c69f9b6e0d13316,,,,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Orthohantavirus,Hantaviridae,,,M,"Puumala virus strain PUUV/Konnevesi_MA2/2009 glycoprotein Gc gene, partial cds",452,partial,Finland,Finland,,Myodes glareolus,lung,"Razzauti,M., Plyusnina,A., Henttonen,H., Plyusnin,A.","Haartman Institute, University of Helsinki, Department of Virology, Infection Biology Research Program",Finland,1,2009,2012-12-25,ssRNA(-)
JQ319223.1,GenBank,set:648d06f2616460c252ced4a015c43cad042ca021,,,,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Orthohantavirus,Hantaviridae,,,M,"Puumala virus strain PUUV/Konnevesi_MA3/2007 glycoprotein Gc gene, partial cds",452,partial,Finland,Finland,,Myodes glareolus,lung,"Razzauti,M., Plyusnina,A., Henttonen,H., Plyusnin,A.","Haartman Institute, University of Helsinki, Department of Virology, Infection Biology Research Program",Finland,1,2007,2012-12-25,ssRNA(-)
JQ319224.1,GenBank,set:c434f5c29f01c59cf6f2088d59610adb579e152f,,,,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Orthohantavirus,Hantaviridae,,,M,"Puumala virus strain PUUV/Konnevesi_MA4/2008 glycoprotein Gc gene, partial cds",452,partial,Finland,Finland,,Myodes glareolus,lung,"Razzauti,M., Plyusnina,A., Henttonen,H., Plyusnin,A.","Haartman Institute, University of Helsinki, Department of Virology, Infection Biology Research Program",Finland,1,2008,2012-12-25,ssRNA(-)
JQ319225.1,GenBank,set:6547f415279a1574070c7756300af011d3766756,,,,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Orthohantavirus,Hantaviridae,,,M,"Puumala virus strain PUUV/Konnevesi_MA5/2008 glycoprotein Gc gene, partial cds",452,partial,Finland,Finland,,Myodes glareolus,lung,"Razzauti,M., Plyusnina,A., Henttonen,H., Plyusnin,A.","Haartman Institute, University of Helsinki, Department of Virology, Infection Biology Research Program",Finland,1,2008,2012-12-25,ssRNA(-)
JQ319226.1,GenBank,set:862dbf9d7bf498ce1f42226c55e8d0192120b230,,,,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Orthohantavirus,Hantaviridae,,,M,"Puumala virus strain PUUV/Konnevesi_MA6/2008 glycoprotein Gc gene, partial cds",452,partial,Finland,Finland,,Myodes glareolus,lung,"Razzauti,M., Plyusnina,A., Henttonen,H., Plyusnin,A.","Haartman Institute, University of Helsinki, Department of Virology, Infection Biology Research Program",Finland,1,2008,2012-12-25,ssRNA(-)
JQ319227.1,GenBank,set:51e793430016d12d46b219ff9ff618aa2a10c3b3,,,,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Orthohantavirus,Hantaviridae,,,M,"Puumala virus strain PUUV/Konnevesi_MA7/2008 glycoprotein Gc gene, partial cds",452,partial,Finland,Finland,,Myodes glareolus,lung,"Razzauti,M., Plyusnina,A., Henttonen,H., Plyusnin,A.","Haartman Institute, University of Helsinki, Department of Virology, Infection Biology Research Program",Finland,1,2008,2012-12-25,ssRNA(-)
JQ319228.1,GenBank,set:24bd28a2870bfcc4ea26c7e5946eda6e88cf4dc3,,,,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Orthohantavirus,Hantaviridae,,,M,"Puumala virus strain PUUV/Konnevesi_MA8/2007-9 glycoprotein Gc gene, partial cds",452,partial,Finland,Finland,,Myodes glareolus,lung,"Razzauti,M., Plyusnina,A., Henttonen,H., Plyusnin,A.","Haartman Institute, University of Helsinki, Department of Virology, Infection Biology Research Program",Finland,1,,2012-12-25,ssRNA(-)
JQ319229.1,GenBank,set:1c0e9d231bd8e0bd11f317adf26895db55b6d626,,,,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Orthohantavirus,Hantaviridae,,,M,"Puumala virus strain PUUV/Konnevesi_MA9/2008 glycoprotein Gc gene, partial cds",452,partial,Finland,Finland,,Myodes glareolus,lung,"Razzauti,M., Plyusnina,A., Henttonen,H., Plyusnin,A.","Haartman Institute, University of Helsinki, Department of Virology, Infection Biology Research Program",Finland,1,2008,2012-12-25,ssRNA(-)
JQ319230.1,GenBank,set:3f52a4abfdc3a378740724ae916fc07a0f304b78,,,,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Orthohantavirus,Hantaviridae,,,M,"Puumala virus strain PUUV/Konnevesi_MA10/2005 glycoprotein Gc gene, partial cds",452,partial,Finland,Finland,,Myodes glareolus,lung,"Razzauti,M., Plyusnina,A., Henttonen,H., Plyusnin,A.","Haartman Institute, University of Helsinki, Department of Virology, Infection Biology Research Program",Finland,1,2005,2012-12-25,ssRNA(-)
JQ319231.1,GenBank,set:b5ae226d92e780675ab0a51a360ede0ba02489d6,,,,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Orthohantavirus,Hantaviridae,,,M,"Puumala virus strain PUUV/Konnevesi_MA11/2005 glycoprotein Gc gene, partial cds",452,partial,Finland,Finland,,Myodes glareolus,lung,"Razzauti,M., Plyusnina,A., Henttonen,H., Plyusnin,A.","Haartman Institute, University of Helsinki, Department of Virology, Infection Biology Research Program",Finland,1,2005,2012-12-25,ssRNA(-)
JQ319232.1,GenBank,set:123804a804ebf9ef4c88e2a5a163b454fbdffa0c,,,,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Orthohantavirus,Hantaviridae,,,M,"Puumala virus strain PUUV/Konnevesi_MA12/2005 glycoprotein Gc gene, partial cds",452,partial,Finland,Finland,,Myodes glareolus,lung,"Razzauti,M., Plyusnina,A., Henttonen,H., Plyusnin,A.","Haartman Institute, University of Helsinki, Department of Virology, Infection Biology Research Program",Finland,1,2005,2012-12-25,ssRNA(-)
JQ319233.1,GenBank,set:0945fd3a3b8c776b5b4a14aa9d2c3baa93f23898,,,,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Orthohantavirus,Hantaviridae,,,M,"Puumala virus strain PUUV/Konnevesi_MA13/2008 glycoprotein Gc gene, partial cds",452,partial,Finland,Finland,,Myodes glareolus,lung,"Razzauti,M., Plyusnina,A., Henttonen,H., Plyusnin,A.","Haartman Institute, University of Helsinki, Department of Virology, Infection Biology Research Program",Finland,1,2008,2012-12-25,ssRNA(-)
JQ319234.1,GenBank,set:2a7cae626df1b01e312d117274694567fc5b9594,,,,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Orthohantavirus,Hantaviridae,,,M,"Puumala virus strain PUUV/Konnevesi_MA14/2005-9 glycoprotein Gc gene, partial cds",452,partial,Finland,Finland,,Myodes glareolus,lung,"Razzauti,M., Plyusnina,A., Henttonen,H., Plyusnin,A.","Haartman Institute, University of Helsinki, Department of Virology, Infection Biology Research Program",Finland,1,,2012-12-25,ssRNA(-)
JQ319235.1,GenBank,set:2ac59cdaa6981b395a733c9e0938d858b49f5b00,,,,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Orthohantavirus,Hantaviridae,,,M,"Puumala virus strain PUUV/Konnevesi_MA15/2008 glycoprotein Gc gene, partial cds",452,partial,Finland,Finland,,Myodes glareolus,lung,"Razzauti,M., Plyusnina,A., Henttonen,H., Plyusnin,A.","Haartman Institute, University of Helsinki, Department of Virology, Infection Biology Research Program",Finland,1,2008,2012-12-25,ssRNA(-)
JQ319236.1,GenBank,set:6ae263c108e456045b30946e2a4321113e391a74,,,,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Orthohantavirus,Hantaviridae,,,M,"Puumala virus strain PUUV/Konnevesi_MA16/2008 glycoprotein Gc gene, partial cds",452,partial,Finland,Finland,,Myodes glareolus,lung,"Razzauti,M., Plyusnina,A., Henttonen,H., Plyusnin,A.","Haartman Institute, University of Helsinki, Department of Virology, Infection Biology Research Program",Finland,1,2008,2012-12-25,ssRNA(-)
JQ319237.1,GenBank,set:906c81ceafa6a8fa21d135c3ee1dc0358179c6b7,,,,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Orthohantavirus,Hantaviridae,,,M,"Puumala virus strain PUUV/Konnevesi_MA17/2005 glycoprotein Gc gene, partial cds",452,partial,Finland,Finland,,Myodes glareolus,lung,"Razzauti,M., Plyusnina,A., Henttonen,H., Plyusnin,A.","Haartman Institute, University of Helsinki, Department of Virology, Infection Biology Research Program",Finland,1,2005,2012-12-25,ssRNA(-)
JQ319238.1,GenBank,set:9c9753838dd1b86419b780cb75a9464aa100a045,,,,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Orthohantavirus,Hantaviridae,,,M,"Puumala virus strain PUUV/Konnevesi_MA18/2008-9 glycoprotein Gc gene, partial cds",452,partial,Finland,Finland,,Myodes glareolus,lung,"Razzauti,M., Plyusnina,A., Henttonen,H., Plyusnin,A.","Haartman Institute, University of Helsinki, Department of Virology, Infection Biology Research Program",Finland,1,,2012-12-25,ssRNA(-)
JQ319239.1,GenBank,set:cc16175faedd2767abd315f1ad4621da9b57482d,,,,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Orthohantavirus,Hantaviridae,,,M,"Puumala virus strain PUUV/Konnevesi_MB1/2008 glycoprotein Gc gene, partial cds",452,partial,Finland,Finland,,Myodes glareolus,lung,"Razzauti,M., Plyusnina,A., Henttonen,H., Plyusnin,A.","Haartman Institute, University of Helsinki, Department of Virology, Infection Biology Research Program",Finland,1,2008,2012-12-25,ssRNA(-)
JQ319240.1,GenBank,set:93cb513b6731a9421bd693d25fb917119cab8a6d,,,,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Orthohantavirus,Hantaviridae,,,M,"Puumala virus strain PUUV/Konnevesi_MB2/2008 glycoprotein Gc gene, partial cds",452,partial,Finland,Finland,,Myodes glareolus,lung,"Razzauti,M., Plyusnina,A., Henttonen,H., Plyusnin,A.","Haartman Institute, University of Helsinki, Department of Virology, Infection Biology Research Program",Finland,1,2008,2012-12-25,ssRNA(-)
JQ319241.1,GenBank,set:2f532385a49454c3f242adb585a01593f9a9fd3f,,,,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Orthohantavirus,Hantaviridae,,,M,"Puumala virus strain PUUV/Konnevesi_MB3/2007-9 glycoprotein Gc gene, partial cds",452,partial,Finland,Finland,,Myodes glareolus,lung,"Razzauti,M., Plyusnina,A., Henttonen,H., Plyusnin,A.","Haartman Institute, University of Helsinki, Department of Virology, Infection Biology Research Program",Finland,1,,2012-12-25,ssRNA(-)
JQ319242.1,GenBank,set:60a0825f88983b92fc41c77f8b9b87866cef57c2,,,,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Orthohantavirus,Hantaviridae,,,M,"Puumala virus strain PUUV/Konnevesi_MB4/2007 glycoprotein Gc gene, partial cds",452,partial,Finland,Finland,,Myodes glareolus,lung,"Razzauti,M., Plyusnina,A., Henttonen,H., Plyusnin,A.","Haartman Institute, University of Helsinki, Department of Virology, Infection Biology Research Program",Finland,1,2007,2012-12-25,ssRNA(-)
JQ319243.1,GenBank,set:a3a61dec714d27f8547970294e4ee39eb30f2864,,,,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Orthohantavirus,Hantaviridae,,,M,"Puumala virus strain PUUV/Konnevesi_MB5/2005 glycoprotein Gc gene, partial cds",452,partial,Finland,Finland,,Myodes glareolus,lung,"Razzauti,M., Plyusnina,A., Henttonen,H., Plyusnin,A.","Haartman Institute, University of Helsinki, Department of Virology, Infection Biology Research Program",Finland,1,2005,2012-12-25,ssRNA(-)
JQ319244.1,GenBank,set:ef120adf6a7c2ff12b7fb64891879cdbe2597e37,,,,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Orthohantavirus,Hantaviridae,,,M,"Puumala virus strain PUUV/Konnevesi_MB6/2005-8 glycoprotein Gc gene, partial cds",452,partial,Finland,Finland,,Myodes glareolus,lung,"Razzauti,M., Plyusnina,A., Henttonen,H., Plyusnin,A.","Haartman Institute, University of Helsinki, Department of Virology, Infection Biology Research Program",Finland,1,,2012-12-25,ssRNA(-)
JQ319245.1,GenBank,set:b0ad80da9bd1f1a1574077476411865f76627db0,,,,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Orthohantavirus,Hantaviridae,,,M,"Puumala virus strain PUUV/Konnevesi_MB7/2008 glycoprotein Gc gene, partial cds",452,partial,Finland,Finland,,Myodes glareolus,lung,"Razzauti,M., Plyusnina,A., Henttonen,H., Plyusnin,A.","Haartman Institute, University of Helsinki, Department of Virology, Infection Biology Research Program",Finland,1,2008,2012-12-25,ssRNA(-)
JQ319246.1,GenBank,set:d8431cbc68631050293903be996a6f74b45d6784,,,,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Orthohantavirus,Hantaviridae,,,M,"Puumala virus strain PUUV/Konnevesi_MB8/2005-9 glycoprotein Gc gene, partial cds",452,partial,Finland,Finland,,Myodes glareolus,lung,"Razzauti,M., Plyusnina,A., Henttonen,H., Plyusnin,A.","Haartman Institute, University of Helsinki, Department of Virology, Infection Biology Research Program",Finland,1,,2012-12-25,ssRNA(-)
JQ319247.1,GenBank,set:896f8d162b675035c4f5d4dd0f6c1b2cd986e5ae,,,,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Orthohantavirus,Hantaviridae,,,M,"Puumala virus strain PUUV/Konnevesi_MB9/2008-9 glycoprotein Gc gene, partial cds",452,partial,Finland,Finland,,Myodes glareolus,lung,"Razzauti,M., Plyusnina,A., Henttonen,H., Plyusnin,A.","Haartman Institute, University of Helsinki, Department of Virology, Infection Biology Research Program",Finland,1,,2012-12-25,ssRNA(-)
JQ319248.1,GenBank,set:4cdaa3e7551d67155e30c244f51936a8b28a1e42,,,,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Orthohantavirus,Hantaviridae,,,M,"Puumala virus strain PUUV/Konnevesi_MB10/2005-7 glycoprotein Gc gene, partial cds",452,partial,Finland,Finland,,Myodes glareolus,lung,"Razzauti,M., Plyusnina,A., Henttonen,H., Plyusnin,A.","Haartman Institute, University of Helsinki, Department of Virology, Infection Biology Research Program",Finland,1,,2012-12-25,ssRNA(-)
JQ319249.1,GenBank,set:201f0471e1ea444363160f98b04319a7bd03ee82,,,,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Orthohantavirus,Hantaviridae,,,M,"Puumala virus strain PUUV/Konnevesi_MB11/2008 glycoprotein Gc gene, partial cds",452,partial,Finland,Finland,,Myodes glareolus,lung,"Razzauti,M., Plyusnina,A., Henttonen,H., Plyusnin,A.","Haartman Institute, University of Helsinki, Department of Virology, Infection Biology Research Program",Finland,1,2008,2012-12-25,ssRNA(-)
JQ319250.1,GenBank,set:dfa5c6c907a8cfc62df18046972113789823036c,,,,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Orthohantavirus,Hantaviridae,,,M,"Puumala virus strain PUUV/Konnevesi_MB12/2008 glycoprotein Gc gene, partial cds",452,partial,Finland,Finland,,Myodes glareolus,lung,"Razzauti,M., Plyusnina,A., Henttonen,H., Plyusnin,A.","Haartman Institute, University of Helsinki, Department of Virology, Infection Biology Research Program",Finland,1,2008,2012-12-25,ssRNA(-)
JQ319251.1,GenBank,set:2b75160a131c9efb726a9f227bf0ed0c67ead65b,,,,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Orthohantavirus,Hantaviridae,,,M,"Puumala virus strain PUUV/Konnevesi_MB13/2005 glycoprotein Gc gene, partial cds",452,partial,Finland,Finland,,Myodes glareolus,lung,"Razzauti,M., Plyusnina,A., Henttonen,H., Plyusnin,A.","Haartman Institute, University of Helsinki, Department of Virology, Infection Biology Research Program",Finland,1,2005,2012-12-25,ssRNA(-)
JQ319252.1,GenBank,set:1e5b4070c002a4044f41b5991d7632fd14f2c047,,,,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Orthohantavirus,Hantaviridae,,,M,"Puumala virus strain PUUV/Konnevesi_MB14/2008 glycoprotein Gc gene, partial cds",452,partial,Finland,Finland,,Myodes glareolus,lung,"Razzauti,M., Plyusnina,A., Henttonen,H., Plyusnin,A.","Haartman Institute, University of Helsinki, Department of Virology, Infection Biology Research Program",Finland,1,2008,2012-12-25,ssRNA(-)
JQ319253.1,GenBank,set:f27f5cc54a282f23d17d8aaf8f3f9de740641868,,,,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Orthohantavirus,Hantaviridae,,,M,"Puumala virus strain PUUV/Konnevesi_MB15/2005-8 glycoprotein Gc gene, partial cds",452,partial,Finland,Finland,,Myodes glareolus,lung,"Razzauti,M., Plyusnina,A., Henttonen,H., Plyusnin,A.","Haartman Institute, University of Helsinki, Department of Virology, Infection Biology Research Program",Finland,1,,2012-12-25,ssRNA(-)
JQ319254.1,GenBank,set:fbd3bd81e8d5db88526cc157f95532d7ac41e102,,,,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Orthohantavirus,Hantaviridae,,,M,"Puumala virus strain PUUV/Konnevesi_MB16/2008 glycoprotein Gc gene, partial cds",452,partial,Finland,Finland,,Myodes glareolus,lung,"Razzauti,M., Plyusnina,A., Henttonen,H., Plyusnin,A.","Haartman Institute, University of Helsinki, Department of Virology, Infection Biology Research Program",Finland,1,2008,2012-12-25,ssRNA(-)
