Accession,GenBank_RefSeq,Assembly,SRA_Accession,BioSample,BioProject,Organism_Name,Species,Genus,Family,Genotype,Isolate,Segment,GenBank_Title,Length,Nuc_Completeness,Geo_Location,Country,USA,Host,Tissue_Specimen_Source,Submitters,Organization,Org_location,Publications,Collection_Date,Release_Date,Molecule_type
GU904043.1,GenBank,set:8213186b848f3f090f93de5704392f4c690ed9d0,,,,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Orthohantavirus,Hantaviridae,,,L,"Dobrava-Belgrade virus clone A35 RNA-dependent RNA polymerase (L) gene, complete cds",6456,partial,,,,,,"Kirsanovs,S., Klempa,B., Franke,R., Lee,M.H., Schonrich,G., Rang,A., Kruger,D.H.","Charite University Hospital, Institute of Virology",Germany,1,2009,2010-11-03,ssRNA(-)
GU904044.1,GenBank,set:6f8d972e1046a8e12bff0caed3e9e4f0500025be,,,,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Orthohantavirus,Hantaviridae,,,L,"Dobrava-Belgrade virus clone A36 RNA-dependent RNA polymerase (L) gene, complete cds",6456,partial,,,,,,"Kirsanovs,S., Klempa,B., Franke,R., Lee,M.H., Schonrich,G., Rang,A., Kruger,D.H.","Charite University Hospital, Institute of Virology",Germany,1,2009,2010-11-03,ssRNA(-)
GU904045.1,GenBank,set:5745a3e67d64aa0f0bc4e85c4a723478586f246e,,,,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Orthohantavirus,Hantaviridae,,,L,"Dobrava-Belgrade virus clone B5 RNA-dependent RNA polymerase (L) gene, complete cds",6456,partial,,,,,,"Kirsanovs,S., Klempa,B., Franke,R., Lee,M.H., Schonrich,G., Rang,A., Kruger,D.H.","Charite University Hospital, Institute of Virology",Germany,1,2009,2010-11-03,ssRNA(-)
GQ205401.1,GenBank,set:3da8a22ad73d648990930b2dfb497793833366ce,,,,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Orthohantavirus,Hantaviridae,,,S,"Dobrava-Belgrade virus strain GER/07/293/Aa nucleocapsid protein (N) gene, complete cds",1674,complete,Germany,Germany,,Apodemus agrarius,lung,"Schlegel,M., Klempa,B., Auste,B., Bemmann,M., Schmidt-Chanasit,J., Buchner,T., Groschup,M.H., Meier,M., Balkema-Buschmann,A., Zoller,H., Kruger,D.H., Ulrich,R.G., Buechner,T., Buschmann,A.","Charite University Hospital, Institute of Medical Virology, Helmut-Ruska-Haus",Germany,1,2007,2009-12-23,ssRNA(-)
GQ205402.1,GenBank,set:61bf2dffccecda13c8a23c2db1340f1a406faef3,,,,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Orthohantavirus,Hantaviridae,,,S,"Dobrava-Belgrade virus strain GER/07/607/Af nucleocapsid protein (N) gene, complete cds",1675,complete,Germany,Germany,,Apodemus flavicollis,lung,"Schlegel,M., Klempa,B., Auste,B., Bemmann,M., Schmidt-Chanasit,J., Buchner,T., Groschup,M.H., Meier,M., Balkema-Buschmann,A., Zoller,H., Kruger,D.H., Ulrich,R.G., Buechner,T., Buschmann,A.","Charite University Hospital, Institute of Medical Virology, Helmut-Ruska-Haus",Germany,1,2007,2009-12-23,ssRNA(-)
GQ205403.1,GenBank,set:24e852e53d9e8f2d52ba3908c8912b4aaf9d906d,,,,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Orthohantavirus,Hantaviridae,,,S,"Dobrava-Belgrade virus strain GER/07/424/Aa nucleocapsid protein (N) gene, complete cds",1675,complete,Germany,Germany,,Apodemus agrarius,lung,"Schlegel,M., Klempa,B., Auste,B., Bemmann,M., Schmidt-Chanasit,J., Buchner,T., Groschup,M.H., Meier,M., Balkema-Buschmann,A., Zoller,H., Kruger,D.H., Ulrich,R.G., Buechner,T., Buschmann,A.","Charite University Hospital, Institute of Medical Virology, Helmut-Ruska-Haus",Germany,1,2007,2009-12-23,ssRNA(-)
GQ205404.1,GenBank,set:c6f6b67eec7d40a320c9960eef05412e92fd0537,,,,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Orthohantavirus,Hantaviridae,,,S,"Dobrava-Belgrade virus strain GER/07/1064/Aa nucleocapsid protein (N) gene, complete cds",1675,complete,Germany,Germany,,Apodemus agrarius,lung,"Schlegel,M., Klempa,B., Auste,B., Bemmann,M., Schmidt-Chanasit,J., Buchner,T., Groschup,M.H., Meier,M., Balkema-Buschmann,A., Zoller,H., Kruger,D.H., Ulrich,R.G., Buechner,T., Buschmann,A.","Charite University Hospital, Institute of Medical Virology, Helmut-Ruska-Haus",Germany,1,2007,2009-12-23,ssRNA(-)
GQ205405.1,GenBank,set:5a6b25a73fc5c2b17cf34a78736abd3e5e34b31b,,,,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Orthohantavirus,Hantaviridae,,,S,"Dobrava-Belgrade virus strain GER/05/239/Aa nucleocapsid protein (N) gene, complete cds",1674,complete,Germany,Germany,,Apodemus agrarius,lung,"Schlegel,M., Klempa,B., Auste,B., Bemmann,M., Schmidt-Chanasit,J., Buchner,T., Groschup,M.H., Meier,M., Balkema-Buschmann,A., Zoller,H., Kruger,D.H., Ulrich,R.G., Buechner,T., Buschmann,A.","Charite University Hospital, Institute of Medical Virology, Helmut-Ruska-Haus",Germany,1,2005,2009-12-23,ssRNA(-)
GQ205406.1,GenBank,set:05871094fd7674a1b5d8b6cedf6561a99064b9ee,,,,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Orthohantavirus,Hantaviridae,,,S,"Dobrava-Belgrade virus strain GER/05/477/Af nucleocapsid protein (N) gene, complete cds",1674,complete,Germany,Germany,,Apodemus flavicollis,lung,"Schlegel,M., Klempa,B., Auste,B., Bemmann,M., Schmidt-Chanasit,J., Buchner,T., Groschup,M.H., Meier,M., Balkema-Buschmann,A., Zoller,H., Kruger,D.H., Ulrich,R.G., Buechner,T., Buschmann,A.","Charite University Hospital, Institute of Medical Virology, Helmut-Ruska-Haus",Germany,1,2005,2009-12-23,ssRNA(-)
GQ205407.1,GenBank,set:9533e95c25bc793cde9b94224f8c5918cb824a35,,,,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Orthohantavirus,Hantaviridae,,,S,"Dobrava-Belgrade virus strain GER/08/118/Aa nucleocapsid protein (N) gene, complete cds",1675,complete,Germany,Germany,,Apodemus agrarius,lung,"Schlegel,M., Klempa,B., Auste,B., Bemmann,M., Schmidt-Chanasit,J., Buchner,T., Groschup,M.H., Meier,M., Balkema-Buschmann,A., Zoller,H., Kruger,D.H., Ulrich,R.G., Buechner,T., Buschmann,A.","Charite University Hospital, Institute of Medical Virology, Helmut-Ruska-Haus",Germany,1,2008,2009-12-23,ssRNA(-)
GQ205408.1,GenBank,set:1cab559a96132575a7961276f63eb17796b48872,,,,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Orthohantavirus,Hantaviridae,,,S,"Dobrava-Belgrade virus strain GER/08/131/Af nucleocapsid protein (N) gene, complete cds",1675,complete,Germany,Germany,,Apodemus flavicollis,lung,"Schlegel,M., Klempa,B., Auste,B., Bemmann,M., Schmidt-Chanasit,J., Buchner,T., Groschup,M.H., Meier,M., Balkema-Buschmann,A., Zoller,H., Kruger,D.H., Ulrich,R.G., Buechner,T., Buschmann,A.","Charite University Hospital, Institute of Medical Virology, Helmut-Ruska-Haus",Germany,1,2008,2009-12-23,ssRNA(-)
GQ205409.1,GenBank,set:3da8a22ad73d648990930b2dfb497793833366ce,,,,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Orthohantavirus,Hantaviridae,,,M,"Dobrava-Belgrade virus strain GER/07/293/Aa glycoprotein precursor (GPC) gene, complete cds",3631,complete,Germany,Germany,,Apodemus agrarius,lung,"Schlegel,M., Klempa,B., Auste,B., Bemmann,M., Schmidt-Chanasit,J., Buchner,T., Groschup,M.H., Meier,M., Balkema-Buschmann,A., Zoller,H., Kruger,D.H., Ulrich,R.G., Buechner,T., Buschmann,A.","Charite University Hospital, Institute of Medical Virology, Helmut-Ruska-Haus",Germany,1,2007,2009-12-23,ssRNA(-)
GQ205410.1,GenBank,set:61bf2dffccecda13c8a23c2db1340f1a406faef3,,,,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Orthohantavirus,Hantaviridae,,,M,"Dobrava-Belgrade virus strain GER/07/607/Af glycoprotein precursor (GPC) gene, complete cds",3630,complete,Germany,Germany,,Apodemus flavicollis,lung,"Schlegel,M., Klempa,B., Auste,B., Bemmann,M., Schmidt-Chanasit,J., Buchner,T., Groschup,M.H., Meier,M., Balkema-Buschmann,A., Zoller,H., Kruger,D.H., Ulrich,R.G., Buechner,T., Buschmann,A.","Charite University Hospital, Institute of Medical Virology, Helmut-Ruska-Haus",Germany,1,2007,2009-12-23,ssRNA(-)
GQ205411.1,GenBank,set:05871094fd7674a1b5d8b6cedf6561a99064b9ee,,,,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Orthohantavirus,Hantaviridae,,,M,"Dobrava-Belgrade virus strain GER/05/477/Af glycoprotein precursor (GPC) gene, complete cds",3631,complete,Germany,Germany,,Apodemus flavicollis,lung,"Schlegel,M., Klempa,B., Auste,B., Bemmann,M., Schmidt-Chanasit,J., Buchner,T., Groschup,M.H., Meier,M., Balkema-Buschmann,A., Zoller,H., Kruger,D.H., Ulrich,R.G., Buechner,T., Buschmann,A.","Charite University Hospital, Institute of Medical Virology, Helmut-Ruska-Haus",Germany,1,2007,2009-12-23,ssRNA(-)
GQ205412.1,GenBank,set:9533e95c25bc793cde9b94224f8c5918cb824a35,,,,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Orthohantavirus,Hantaviridae,,,M,"Dobrava-Belgrade virus strain GER/08/118/Aa glycoprotein precursor (GPC) gene, complete cds",3629,complete,Germany,Germany,,Apodemus agrarius,lung,"Schlegel,M., Klempa,B., Auste,B., Bemmann,M., Schmidt-Chanasit,J., Buchner,T., Groschup,M.H., Meier,M., Balkema-Buschmann,A., Zoller,H., Kruger,D.H., Ulrich,R.G., Buechner,T., Buschmann,A.","Charite University Hospital, Institute of Medical Virology, Helmut-Ruska-Haus",Germany,1,2008,2009-12-23,ssRNA(-)
GQ205413.1,GenBank,set:1cab559a96132575a7961276f63eb17796b48872,,,,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Orthohantavirus,Hantaviridae,,,M,"Dobrava-Belgrade virus strain GER/08/131/Af glycoprotein precursor (GPC) gene, complete cds",3630,complete,Germany,Germany,,Apodemus flavicollis,lung,"Schlegel,M., Klempa,B., Auste,B., Bemmann,M., Schmidt-Chanasit,J., Buchner,T., Groschup,M.H., Meier,M., Balkema-Buschmann,A., Zoller,H., Kruger,D.H., Ulrich,R.G., Buechner,T., Buschmann,A.","Charite University Hospital, Institute of Medical Virology, Helmut-Ruska-Haus",Germany,1,2008,2009-12-23,ssRNA(-)
GQ205393.1,GenBank,set:b5fa9a5e5f032a45b9d941425e4f29594c10bcbf,,,,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Orthohantavirus,Hantaviridae,,,S,"Dobrava-Belgrade virus strain Lip2/hu nucleocapsid protein (N) gene, partial cds",559,partial,Russia,Russia,,Homo sapiens,blood,"Dzagurova,T.K., Klempa,B., Tkachenko,E.A., Slyusareva,G.P., Morozov,V.G., Auste,B., Kruger,D.H.","Charite University Hospital, Institute of Medical Virology, Helmut-Ruska-Haus",Germany,1,,2009-12-12,ssRNA(-)
GQ205394.1,GenBank,set:3c042522ff47c3a4b79098d5481f20062ee79799,,,,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Orthohantavirus,Hantaviridae,,,S,"Dobrava-Belgrade virus strain Lip4/hu nucleocapsid protein (N) gene, partial cds",559,partial,Russia,Russia,,Homo sapiens,blood,"Dzagurova,T.K., Klempa,B., Tkachenko,E.A., Slyusareva,G.P., Morozov,V.G., Auste,B., Kruger,D.H.","Charite University Hospital, Institute of Medical Virology, Helmut-Ruska-Haus",Germany,1,,2009-12-12,ssRNA(-)
GQ205395.1,GenBank,set:a852b2290eb9766b8a454dc4e15f838700451f51,,,,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Orthohantavirus,Hantaviridae,,,S,"Dobrava-Belgrade virus strain Lip5/hu nucleocapsid protein (N) gene, partial cds",559,partial,Russia,Russia,,Homo sapiens,blood,"Dzagurova,T.K., Klempa,B., Tkachenko,E.A., Slyusareva,G.P., Morozov,V.G., Auste,B., Kruger,D.H.","Charite University Hospital, Institute of Medical Virology, Helmut-Ruska-Haus",Germany,1,,2009-12-12,ssRNA(-)
GQ205396.1,GenBank,set:485149d07267ed721e6e6e75af6399070eb087c8,,,,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Orthohantavirus,Hantaviridae,,,S,"Dobrava-Belgrade virus strain Lip6/hu nucleocapsid protein (N) gene, partial cds",559,partial,Russia,Russia,,Homo sapiens,blood,"Dzagurova,T.K., Klempa,B., Tkachenko,E.A., Slyusareva,G.P., Morozov,V.G., Auste,B., Kruger,D.H.","Charite University Hospital, Institute of Medical Virology, Helmut-Ruska-Haus",Germany,1,,2009-12-12,ssRNA(-)
GQ205397.1,GenBank,set:5170cdb38aba120d17813d5db1dbb2ff3655e627,,,,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Orthohantavirus,Hantaviridae,,,S,"Dobrava-Belgrade virus strain Lip7/hu nucleocapsid protein (N) gene, partial cds",559,partial,Russia,Russia,,Homo sapiens,blood,"Dzagurova,T.K., Klempa,B., Tkachenko,E.A., Slyusareva,G.P., Morozov,V.G., Auste,B., Kruger,D.H.","Charite University Hospital, Institute of Medical Virology, Helmut-Ruska-Haus",Germany,1,,2009-12-12,ssRNA(-)
GQ205398.1,GenBank,set:abc63036cc38f97d71fb359b70759ff620c602c3,,,,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Orthohantavirus,Hantaviridae,,,S,"Dobrava-Belgrade virus strain Lip17/hu nucleocapsid protein (N) gene, partial cds",559,partial,Russia,Russia,,Apodemus agrarius,lung,"Dzagurova,T.K., Klempa,B., Tkachenko,E.A., Slyusareva,G.P., Morozov,V.G., Auste,B., Kruger,D.H.","Charite University Hospital, Institute of Medical Virology, Helmut-Ruska-Haus",Germany,1,,2009-12-12,ssRNA(-)
GQ205399.1,GenBank,set:b5fa9a5e5f032a45b9d941425e4f29594c10bcbf,,,,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Orthohantavirus,Hantaviridae,,,M,"Dobrava-Belgrade virus strain Lip2/hu glycoprotein precursor (GPC) gene, partial cds",1044,partial,Russia,Russia,,Homo sapiens,blood,"Dzagurova,T.K., Klempa,B., Tkachenko,E.A., Slyusareva,G.P., Morozov,V.G., Auste,B., Kruger,D.H.","Charite University Hospital, Institute of Medical Virology, Helmut-Ruska-Haus",Germany,1,,2009-12-12,ssRNA(-)
GQ205400.1,GenBank,set:c3a67da6d7279078be21fcfb8a6d26ad0ab7e0aa,,,,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Orthohantavirus,Hantaviridae,,,M,"Dobrava-Belgrade virus strain Lip9/hu glycoprotein precursor (GPC) gene, partial cds",1044,partial,Russia,Russia,,Homo sapiens,blood,"Dzagurova,T.K., Klempa,B., Tkachenko,E.A., Slyusareva,G.P., Morozov,V.G., Auste,B., Kruger,D.H.","Charite University Hospital, Institute of Medical Virology, Helmut-Ruska-Haus",Germany,1,,2009-12-12,ssRNA(-)
FN377826.2,GenBank,set:6ecab6c5ca1d6168ddcd3b03861bea56e572e0e7,,,,Kurkino virus,Orthohantavirus dobravaense,Orthohantavirus,Hantaviridae,,,S,"Saaremaa virus partial N gene for nucleocapsid protein, strain SAAV/Aa1/HungaryTR16/00",559,partial,Hungary,Hungary,,Apodemus agrarius,,"Plyusnina,A., Ferenczi,E., Racz,G.R., Nemirov,K., Lundkvist,A., Vaheri,A., Vapalahti,O., Plyusnin,A.","Plyusnin A., Dept of Virology, Haartman Institute, PO Box 21, University of Helsinki, FI 00014",Finland,1,2000,2009-11-24,ssRNA(-)
FN377827.1,GenBank,set:6ecab6c5ca1d6168ddcd3b03861bea56e572e0e7,,,,Kurkino virus,Orthohantavirus dobravaense,Orthohantavirus,Hantaviridae,,,M,"Saaremaa virus partial gene for polyprotein, Gn protein region, strain SAAV/Aa1/HungaryTR16/00",271,partial,Hungary,Hungary,,Apodemus agrarius,,"Plyusnina,A., Ferenczi,E., Racz,G.R., Nemirov,K., Lundkvist,A., Vaheri,A., Vapalahti,O., Plyusnin,A.","Plyusnin A., Dept of Virology, Haartman Institute, PO Box 21, University of Helsinki, FI 00014",Finland,1,2000,2009-11-24,ssRNA(-)
FN377828.2,GenBank,set:100dcf59e086f3dff5452dac8e1f2a8b82fc6844,,,,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Orthohantavirus,Hantaviridae,,,S,"Dobrava-Belgrade virus partial N gene for nucleocapsid protein, strain DOBV/Af27/HungaryTR17/00",559,partial,Hungary,Hungary,,Apodemus flavicollis,,"Plyusnina,A., Ferenczi,E., Racz,G.R., Nemirov,K., Lundkvist,A., Vaheri,A., Vapalahti,O., Plyusnin,A.","Plyusnin A., Dept of Virology, Haartman Institute, PO Box 21, University of Helsinki, FI 00014",Finland,1,2000,2009-11-24,ssRNA(-)
FN377829.1,GenBank,set:100dcf59e086f3dff5452dac8e1f2a8b82fc6844,,,,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Orthohantavirus,Hantaviridae,,,M,"Dobrava-Belgrade virus partial gene for polyprotein, Gn protein region, strain DOBV/Af27/HungaryTR17/00",271,partial,Hungary,Hungary,,Apodemus flavicollis,,"Plyusnina,A., Ferenczi,E., Racz,G.R., Nemirov,K., Lundkvist,A., Vaheri,A., Vapalahti,O., Plyusnin,A.","Plyusnin A., Dept of Virology, Haartman Institute, PO Box 21, University of Helsinki, FI 00014",Finland,1,2000,2009-11-24,ssRNA(-)
GQ303581.1,GenBank,set:cfd2534db06f06071242ff8a48fae480e515e493,,,,Kurkino virus,Orthohantavirus dobravaense,Orthohantavirus,Hantaviridae,,,M,"Saaremaa virus strain Kurkino/Aa38/97 glycoprotein precursor, gene, partial cds",883,partial,Russia,Russia,,Apodemus agrarius,,"Nemirov,K., Plyusnin,A.","Swedish Institute for Infectious Disease Control, Department of Virology",Sweden,,,2009-07-28,ssRNA(-)
GQ303582.1,GenBank,set:fa5e434e2e1deec6a236b82e492571b526a64e28,,,,Kurkino virus,Orthohantavirus dobravaense,Orthohantavirus,Hantaviridae,,,M,"Saaremaa virus strain Kurkino/Aa44/97 glycoprotein precursor, gene, partial cds",883,partial,Russia,Russia,,Apodemus agrarius,,"Nemirov,K., Plyusnin,A.","Swedish Institute for Infectious Disease Control, Department of Virology",Sweden,,,2009-07-28,ssRNA(-)
FJ986109.1,GenBank,set:da081c08b5820eba51c8d89250c200c39e31d5df,,,,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Orthohantavirus,Hantaviridae,,13836,S,"Dobrava-Belgrade virus strain Beskydy-08 segment S nucleocapsid protein (N) gene, partial cds",612,partial,Czech Republic,Czech Republic,,Homo sapiens,,"Papa,A., Zelena,H., Barnetova,D., Petrousova,L.","Medical School, A' Dept. of Microbiology",Greece,1,2008-08-13,2009-06-14,ssRNA(-)
FJ986110.1,GenBank,set:da081c08b5820eba51c8d89250c200c39e31d5df,,,,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Orthohantavirus,Hantaviridae,,13836,M,"Dobrava-Belgrade virus strain Beskydy-08 segment M nonfunctional glycoprotein precursor (GPC) gene, partial sequence",316,partial,Czech Republic,Czech Republic,,Homo sapiens,,"Papa,A., Zelena,H., Barnetova,D., Petrousova,L.","Medical School, A' Dept. of Microbiology",Greece,1,2008-08-13,2009-06-14,ssRNA(-)
DL139689.1,GenBank,set:DL139689,,,,Dobrava-Belgrade orthohantavirus,Orthohantavirus dobravaense,Orthohantavirus,Hantaviridae,,,,METHODS AND REAGENTS FOR DIAGNOSING HANTAVIRUS INFECTION,3644,partial,,,,,,"Pichuantesu,S., Nguyen,S.H.",,,,,2008-09-26,ssRNA(-)
DL139695.1,GenBank,set:DL139695,,,,Dobrava-Belgrade orthohantavirus,Orthohantavirus dobravaense,Orthohantavirus,Hantaviridae,,,,METHODS AND REAGENTS FOR DIAGNOSING HANTAVIRUS INFECTION,249,partial,,,,,,"Pichuantesu,S., Nguyen,S.H.",,,,,2008-09-26,ssRNA(-)
DL139701.1,GenBank,set:DL139701,,,,Dobrava-Belgrade orthohantavirus,Orthohantavirus dobravaense,Orthohantavirus,Hantaviridae,,,,METHODS AND REAGENTS FOR DIAGNOSING HANTAVIRUS INFECTION,1293,partial,,,,,,"Pichuantesu,S., Nguyen,S.H.",,,,,2008-09-26,ssRNA(-)
EU188449.1,GenBank,set:50f50435f8ffc0e8d4d5ea3ecf2df302a9ca9086,,,,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Orthohantavirus,Hantaviridae,,,S,"Dobrava-Belgrade virus strain Ap1584/Sochi-01 segment S nucleocapsid protein (N) gene, complete cds",1649,partial,Russia,Russia,,Apodemus ponticus,,"Klempa,B., Tkachenko,E.A., Dzagurova,T.K., Yunicheva,Y.V., Morozov,V.G., Okulova,N.M., Slyusareva,G.P., Smirnov,A., Kruger,D.H.","Charite University Hospital, Institute of Virology",Germany,1,,2008-08-06,ssRNA(-)
EU188450.1,GenBank,set:50f50435f8ffc0e8d4d5ea3ecf2df302a9ca9086,,,,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Orthohantavirus,Hantaviridae,,,M,"Dobrava-Belgrade virus strain Ap1584/Sochi-01 segment M glycoprotein precursor (GPC) gene, complete cds",3616,partial,Russia,Russia,,Apodemus ponticus,,"Klempa,B., Tkachenko,E.A., Dzagurova,T.K., Yunicheva,Y.V., Morozov,V.G., Okulova,N.M., Slyusareva,G.P., Smirnov,A., Kruger,D.H.","Charite University Hospital, Institute of Virology",Germany,1,,2008-08-06,ssRNA(-)
EU188451.1,GenBank,set:50f50435f8ffc0e8d4d5ea3ecf2df302a9ca9086,,,,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Orthohantavirus,Hantaviridae,,,L,"Dobrava-Belgrade virus strain Ap1584/Sochi-01 segment L RNA dependent RNA polymerase (L) gene, partial cds",541,partial,Russia,Russia,,Apodemus ponticus,,"Klempa,B., Tkachenko,E.A., Dzagurova,T.K., Yunicheva,Y.V., Morozov,V.G., Okulova,N.M., Slyusareva,G.P., Smirnov,A., Kruger,D.H.","Charite University Hospital, Institute of Virology",Germany,1,,2008-08-06,ssRNA(-)
EU188452.1,GenBank,set:2ac32f231233b641956db6cf6aeed5c497322230,,,,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Orthohantavirus,Hantaviridae,,,S,"Dobrava-Belgrade virus strain Aa1854/Lipetsk-02 segment S nucleocapsid protein (N) gene, complete cds",1673,partial,Russia,Russia,,Apodemus agrarius,,"Klempa,B., Tkachenko,E.A., Dzagurova,T.K., Yunicheva,Y.V., Morozov,V.G., Okulova,N.M., Slyusareva,G.P., Smirnov,A., Kruger,D.H.","Charite University Hospital, Institute of Virology",Germany,1,,2008-08-06,ssRNA(-)
EU188453.1,GenBank,set:2ac32f231233b641956db6cf6aeed5c497322230,,,,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Orthohantavirus,Hantaviridae,,,M,"Dobrava-Belgrade virus strain Aa1854/Lipetsk-02 segment M glycoprotein precursor (GPC) gene, complete cds",3643,partial,Russia,Russia,,Apodemus agrarius,,"Klempa,B., Tkachenko,E.A., Dzagurova,T.K., Yunicheva,Y.V., Morozov,V.G., Okulova,N.M., Slyusareva,G.P., Smirnov,A., Kruger,D.H.","Charite University Hospital, Institute of Virology",Germany,1,,2008-08-06,ssRNA(-)
EU188454.1,GenBank,set:2ac32f231233b641956db6cf6aeed5c497322230,,,,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Orthohantavirus,Hantaviridae,,,L,"Dobrava-Belgrade virus strain Aa1854/Lipetsk-02 segment L RNA dependent RNA polymerase (L) gene, partial cds",541,partial,Russia,Russia,,Apodemus agrarius,,"Klempa,B., Tkachenko,E.A., Dzagurova,T.K., Yunicheva,Y.V., Morozov,V.G., Okulova,N.M., Slyusareva,G.P., Smirnov,A., Kruger,D.H.","Charite University Hospital, Institute of Virology",Germany,1,,2008-08-06,ssRNA(-)
EU652420.1,GenBank,set:677ef200e30ea84cc538ecf83d9a032a4474b061,,,,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Orthohantavirus,Hantaviridae,,Kursk/80_Ap_ag/08,S,"Dobrava-Belgrade virus isolate Kursk/80_Ap_ag/08 nucleocapsid protein (N) gene, partial cds",412,partial,Russia: Kursk,Russia,,Apodemus agrarius,,"Garanina,S.B., Platonov,A.E., Zhuravlev,V.I., Murashkina,A.N., Yakimenko,V.V., Korneev,A.G., Shipulin,G.A., Shchukina,I.A., Khodiakova,I.A., Bernshtein,M.M., Malkova,M.G., Luchko,S.V.",Central Research Institute of Epidemiology,Russia,1,2008,2008-05-07,ssRNA(-)
EU562892.1,GenBank,set:2b3fd5c46dc877e744d76234b8206ebf5453757b,,,,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Orthohantavirus,Hantaviridae,,Kursk/679_Ap_ag/07,M,"Dobrava-Belgrade virus isolate Kursk/679_Ap_ag/07 glycoprotein (G2) gene, partial cds",275,partial,Russia: Kursk,Russia,,Apodemus agrarius,,"Garanina,S.B., Platonov,A.E., Zhuravlev,V.I., Murashkina,A.N., Yakimenko,V.V., Korneev,A.G., Shipulin,G.A., Shchukina,I.A., Khodiakova,I.A., Bernshtein,M.M., Malkova,M.G., Luchko,S.V.",Central Research Institute of Epidemiology,Russia,1,,2008-04-16,ssRNA(-)
EU562893.1,GenBank,set:d9bd581c26dcfece4261beed4a651ded567cab45,,,,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Orthohantavirus,Hantaviridae,,Kursk/680_Ap_ag/07,M,"Dobrava-Belgrade virus isolate Kursk/680_Ap_ag/07 glycoprotein (G2) gene, partial cds",275,partial,Russia: Kursk,Russia,,Apodemus agrarius,,"Garanina,S.B., Platonov,A.E., Zhuravlev,V.I., Murashkina,A.N., Yakimenko,V.V., Korneev,A.G., Shipulin,G.A., Shchukina,I.A., Khodiakova,I.A., Bernshtein,M.M., Malkova,M.G., Luchko,S.V.",Central Research Institute of Epidemiology,Russia,1,,2008-04-16,ssRNA(-)
EU562894.1,GenBank,set:747a08acbca93e172a1ccddf0302d6b37153373f,,,,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Orthohantavirus,Hantaviridae,,Kursk/681_Ap_ag/07,M,"Dobrava-Belgrade virus isolate Kursk/681_Ap_ag/07 glycoprotein (G2) gene, partial cds",275,partial,Russia: Kursk,Russia,,Apodemus agrarius,,"Garanina,S.B., Platonov,A.E., Zhuravlev,V.I., Murashkina,A.N., Yakimenko,V.V., Korneev,A.G., Shipulin,G.A., Shchukina,I.A., Khodiakova,I.A., Bernshtein,M.M., Malkova,M.G., Luchko,S.V.",Central Research Institute of Epidemiology,Russia,1,,2008-04-16,ssRNA(-)
EU562895.1,GenBank,set:e117d4d1b0f9af25e17099664dbcafe86685c2d1,,,,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Orthohantavirus,Hantaviridae,,Kursk/682_Ap_ag/07,M,"Dobrava-Belgrade virus isolate Kursk/682_Ap_ag/07 glycoprotein (G2) gene, partial cds",275,partial,Russia: Kursk,Russia,,Apodemus agrarius,,"Garanina,S.B., Platonov,A.E., Zhuravlev,V.I., Murashkina,A.N., Yakimenko,V.V., Korneev,A.G., Shipulin,G.A., Shchukina,I.A., Khodiakova,I.A., Bernshtein,M.M., Malkova,M.G., Luchko,S.V.",Central Research Institute of Epidemiology,Russia,1,,2008-04-16,ssRNA(-)
